f1,f2,f3,dur,f1_raw,f2_raw,f3_raw,dur_raw,speaker,label,prev,post
-0.277776256,0.343827857,0.306982041,0.522423564,-0.277776256,0.343827857,0.306982041,0.522423564,s01,uw,d,#
-0.423511063,1.393935741,0.845186734,-0.097575999,-0.423511063,1.393935741,0.845186734,-0.097575999,s01,iy,hh,#
0.814310719,-0.051905394,0.36032664,-0.771750282,0.814310719,-0.051905394,0.36032664,-0.771750282,s01,ah,p,p
-0.97846684,0.367473957,0.939709433,0.100061402,-0.97846684,0.367473957,0.939709433,0.100061402,s01,iy,hh,#
-0.214797153,0.292432676,-0.235825879,-0.233012797,-0.214797153,0.292432676,-0.235825879,-0.233012797,s01,uw,d,#
1.828534536,-0.419113408,-0.212182395,0.108087286,1.828534536,-0.419113408,-0.212182395,0.108087286,s01,ah,p,p
0.206599779,-0.7000711,-0.86699385,-0.860035009,0.206599779,-0.7000711,-0.86699385,-0.860035009,s01,ah,v,v
0.698922356,-0.226392431,0.014229845,-0.215957793,0.698922356,-0.226392431,0.014229845,-0.215957793,s01,ah,v,v
-0.245284705,1.033804594,0.390992584,-0.220973971,-0.245284705,1.033804594,0.390992584,-0.220973971,s01,iy,hh,#
0.572551268,-0.547501362,0.362703525,-0.725601447,0.572551268,-0.547501362,0.362703525,-0.725601447,s01,ah,v,v
-0.445415843,-1.093612629,-0.232739828,-0.392527248,-0.445415843,-1.093612629,-0.232739828,-0.392527248,s01,ah,s,s
0.050964518,-0.037228135,-1.368159329,0.910675717,0.050964518,-0.037228135,-1.368159329,0.910675717,s01,uw,d,#
-0.522232843,1.24131101,0.602479646,-0.489841095,-0.522232843,1.24131101,0.602479646,-0.489841095,s01,iy,s,#
-0.516651165,-1.759719307,-0.49148826,-0.152753954,-0.516651165,-1.759719307,-0.49148826,-0.152753954,s01,uw,t,#
0.348776957,-0.600875477,0.279134139,0.408054712,0.348776957,-0.600875477,0.279134139,0.408054712,s01,ah,v,v
-0.181437828,-0.461476114,-0.212905891,-0.842980005,-0.181437828,-0.461476114,-0.212905891,-0.842980005,s01,ah,v,v
-0.700651677,1.270766993,0.970446437,0.421096774,-0.700651677,1.270766993,0.970446437,0.421096774,s01,uw,d,#
0.810669801,-0.649648142,-1.479601043,-0.381491657,0.810669801,-0.649648142,-1.479601043,-0.381491657,s01,ah,v,v
-0.759406234,0.252847867,-0.215796545,-0.660391137,-0.759406234,0.252847867,-0.215796545,-0.660391137,s01,iy,b,#
-0.848839989,1.594385624,0.547169351,1.384202892,-0.848839989,1.594385624,0.547169351,1.384202892,s01,iy,b,#
-0.39341945,-1.006653916,-0.130995247,1.311969933,-0.39341945,-1.006653916,-0.130995247,1.311969933,s01,uw,d,#
-1.019225976,0.992364449,0.234350966,-0.47980874,-1.019225976,0.992364449,0.234350966,-0.47980874,s01,iy,d,#
-0.207037869,0.891194796,0.738119949,-0.489841095,-0.207037869,0.891194796,0.738119949,-0.489841095,s01,iy,s,#
1.502112087,-0.877212224,-0.861983167,-0.022333334,1.502112087,-0.877212224,-0.861983167,-0.022333334,s01,ah,b,t
-0.735864912,1.190500153,0.681833754,-0.541006108,-0.735864912,1.190500153,0.681833754,-0.541006108,s01,iy,hh,z
-0.490538189,0.750765734,0.543648502,-0.293206929,-0.490538189,0.750765734,0.543648502,-0.293206929,s01,iy,hh,#
0.469275469,-0.723538234,0.612386614,-0.707543207,0.469275469,-0.723538234,0.612386614,-0.707543207,s01,ah,b,t
-0.577279325,0.335844459,-0.066409445,0.686954192,-0.577279325,0.335844459,-0.066409445,0.686954192,s01,uw,d,#
0.536851077,-0.784384388,0.440441397,-0.602203475,0.536851077,-0.784384388,0.440441397,-0.602203475,s01,ah,s,s
-0.506421428,1.18311731,0.758970505,1.128377829,-0.506421428,1.18311731,0.758970505,1.128377829,s01,iy,b,#
1.983597103,-0.833640572,-0.121651056,0.025821972,1.983597103,-0.833640572,-0.121651056,0.025821972,s01,ah,p,p
1.328336349,-0.539473679,-0.315313991,-0.847996183,1.328336349,-0.539473679,-0.315313991,-0.847996183,s01,ah,p,p
1.079716382,-0.169639034,-0.09586089,-0.659387901,1.079716382,-0.169639034,-0.09586089,-0.659387901,s01,ah,f,f
-0.760701202,1.467459862,0.676805183,-0.098579235,-0.760701202,1.467459862,0.676805183,-0.098579235,s01,iy,ch,f
-1.280126728,1.339627042,0.389744865,-0.174825136,-1.280126728,1.339627042,0.389744865,-0.174825136,s01,iy,b,#
1.904519938,-0.544257255,0.368215215,-0.570099938,1.904519938,-0.544257255,0.368215215,-0.570099938,s01,ah,p,p
-0.112271836,1.689133083,1.258853831,0.100061402,-0.112271836,1.689133083,1.258853831,0.100061402,s01,iy,hh,#
0.805460925,-0.046363801,0.180226695,-0.61022936,0.805460925,-0.046363801,0.180226695,-0.61022936,s01,ah,p,p
0.855424807,-0.146863511,0.624992367,1.063167519,0.855424807,-0.146863511,0.624992367,1.063167519,s01,ah,b,t
-0.773520548,1.151613598,0.283693496,-0.296216636,-0.773520548,1.151613598,0.283693496,-0.296216636,s01,iy,b,#
1.787199784,-0.599717822,-0.499417321,-0.546022285,1.787199784,-0.599717822,-0.499417321,-0.546022285,s01,ah,k,f
0.965097039,-0.908419737,-0.452198923,-0.744662922,0.965097039,-0.908419737,-0.452198923,-0.744662922,s01,ah,f,f
1.147593724,-0.719085742,0.172656667,-0.348384884,1.147593724,-0.719085742,0.172656667,-0.348384884,s01,ah,v,v
1.88348389,-1.037028641,-1.022843852,0.299832785,1.88348389,-1.037028641,-1.022843852,0.299832785,s03,ah,v,v
1.349865905,-0.8985989,-1.145101238,-0.321358768,1.349865905,-0.8985989,-1.145101238,-0.321358768,s03,ah,b,t
1.748988802,-0.319751513,0.891179425,-0.188646029,1.748988802,-0.319751513,0.891179425,-0.188646029,s03,ah,p,p
-0.943892791,1.163142336,1.099773027,-0.418095161,-0.943892791,1.163142336,1.099773027,-0.418095161,s03,iy,b,#
0.861273522,-0.985118014,-0.659265382,-0.495644171,0.861273522,-0.985118014,-0.659265382,-0.495644171,s03,ah,b,#
-0.911050033,0.858891776,0.473233761,-0.894581861,-0.911050033,0.858891776,0.473233761,-0.894581861,s03,iy,sh,#
-0.983614026,-0.004962443,-0.064940893,-0.084714367,-0.983614026,-0.004962443,-0.064940893,-0.084714367,s03,uw,d,#
0.755992451,-0.852981168,-1.751080361,-0.337348254,0.755992451,-0.852981168,-1.751080361,-0.337348254,s03,ah,k,z
-0.774715218,-1.646703502,-0.557367805,-0.222223951,-0.774715218,-1.646703502,-0.557367805,-0.222223951,s03,uw,hh,#
1.339403411,-1.35246082,-0.459609363,0.852269546,1.339403411,-1.35246082,-0.459609363,0.852269546,s03,ah,d,z
-0.359349737,-0.401057044,0.106976142,-0.145474415,-0.359349737,-0.401057044,0.106976142,-0.145474415,s03,uw,d,#
-1.084334044,0.698677271,0.465580164,-0.043141701,-1.084334044,0.698677271,0.465580164,-0.043141701,s03,iy,sh,z
-0.676995132,-0.779780747,-1.529428493,1.031351796,-0.676995132,-0.779780747,-1.529428493,1.031351796,s03,uw,sh,z
-0.658312461,-0.494385011,0.623195476,-0.63954955,-0.658312461,-0.494385011,0.623195476,-0.63954955,s03,ah,v,v
-0.689283157,-0.024923962,-1.194846194,1.236017224,-0.689283157,-0.024923962,-1.194846194,1.236017224,s03,uw,sh,z
1.285127681,-0.24717076,-0.755754095,-0.682721164,1.285127681,-0.24717076,-0.755754095,-0.682721164,s03,ah,p,p
-1.261069122,0.946344177,0.483579283,-0.487649428,-1.261069122,0.946344177,0.483579283,-0.487649428,s03,iy,b,#
-0.430012181,0.714307279,-0.469608047,-0.714700137,-0.430012181,0.714307279,-0.469608047,-0.714700137,s03,iy,hh,#
-0.752588288,-0.370131092,0.053208978,0.483711881,-0.752588288,-0.370131092,0.053208978,0.483711881,s03,uw,d,#
-0.502051643,0.5863732,0.558540407,-0.426889379,-0.502051643,0.5863732,0.558540407,-0.426889379,s03,iy,hh,#
-0.71146759,0.961692566,0.419088893,-0.496443646,-0.71146759,0.961692566,0.419088893,-0.496443646,s03,iy,b,#
1.529814703,-0.583149987,-0.161028471,-0.41969411,1.529814703,-0.583149987,-0.161028471,-0.41969411,s03,ah,v,v
0.613155946,-0.697587522,-1.348387722,-0.968133499,0.613155946,-0.697587522,-1.348387722,-0.968133499,s03,ah,v,v
-0.863119693,0.796657788,0.00593859,-0.465264147,-0.863119693,0.796657788,0.00593859,-0.465264147,s03,iy,b,#
2.387968622,-0.88815002,0.540464845,0.340605976,2.387968622,-0.88815002,0.540464845,0.340605976,s03,ah,p,p
-0.47976592,0.631233529,0.152420072,1.599778043,-0.47976592,0.631233529,0.152420072,1.599778043,s03,iy,b,#
-0.400432646,1.029283115,1.783691928,-0.05033697,-0.400432646,1.029283115,1.783691928,-0.05033697,s03,iy,t,sh
-0.704708609,1.187837741,-0.075522483,0.246268005,-0.704708609,1.187837741,-0.075522483,0.246268005,s03,iy,sh,#
-0.875414123,-2.506643034,-1.059542446,0.179112162,-0.875414123,-2.506643034,-1.059542446,0.179112162,s03,uw,hh,#
-0.691079216,1.370696951,1.58009666,-0.448475186,-0.691079216,1.370696951,1.58009666,-0.448475186,s03,iy,hh,#
-1.154015514,1.155463974,0.410577866,-0.094308058,-1.154015514,1.155463974,0.410577866,-0.094308058,s03,iy,s,#
