f1,f2,f3,dur,f1_raw,f2_raw,f3_raw,dur_raw,speaker,label,prev,post
1.081430458,0.092816171,-1.01852465,-0.771462815,1.081430458,0.092816171,-1.01852465,-0.771462815,s03,ah,p,p
-0.890470925,1.186585945,0.311236109,0.071982602,-0.890470925,1.186585945,0.311236109,0.071982602,s03,iy,b,#
-0.62568896,-0.544066769,-1.724872763,1.555806955,-0.62568896,-0.544066769,-1.724872763,1.555806955,s03,uw,sh,sh
1.494465274,-0.335860291,0.219691704,-0.756272802,1.494465274,-0.335860291,0.219691704,-0.756272802,s03,ah,b,#
0.53970068,-0.369883495,-0.011337144,-1.050479355,0.53970068,-0.369883495,-0.011337144,-1.050479355,s03,ah,s,d
1.099528862,-1.307075075,1.545907842,-0.938552949,1.099528862,-1.307075075,1.545907842,-0.938552949,s03,ah,v,v
1.20684687,-0.473421027,-0.550419154,-0.853009196,1.20684687,-0.473421027,-0.550419154,-0.853009196,s03,ah,b,d
-0.995625731,1.084851197,-0.021074393,-0.212630259,-0.995625731,1.084851197,-0.021074393,-0.212630259,s03,iy,sh,#
2.094008765,-1.064585307,-1.213706753,-0.159864953,2.094008765,-1.064585307,-1.213706753,-0.159864953,s03,ah,b,b
-0.878824415,0.992467086,1.996283758,-0.252603975,-0.878824415,0.992467086,1.996283758,-0.252603975,s03,iy,hh,z
-0.482438353,0.971179744,2.151442376,1.898781442,-0.482438353,0.971179744,2.151442376,1.898781442,s03,uw,t,#
-1.066441927,0.863046627,-0.053690395,-0.60437268,-1.066441927,0.863046627,-0.053690395,-0.60437268,s03,iy,sh,#
1.377405041,-1.204732968,-0.880282736,0.519688226,1.377405041,-1.204732968,-0.880282736,0.519688226,s03,ah,v,v
-0.82108443,-0.698446438,-1.309697509,1.530223777,-0.82108443,-0.698446438,-1.309697509,1.530223777,s03,uw,sh,z
0.486868617,-0.806471275,0.60968202,-0.281385051,0.486868617,-0.806471275,0.60968202,-0.281385051,s03,ah,v,v
-0.353815585,0.562831581,0.093993276,-0.388514611,-0.353815585,0.562831581,0.093993276,-0.388514611,s03,iy,b,#
-0.566891116,0.903001694,1.475854483,-0.823428646,-0.566891116,0.903001694,1.475854483,-0.823428646,s03,iy,p,k
1.185945178,-1.25780017,-0.046553681,0.698770475,1.185945178,-1.25780017,-0.046553681,0.698770475,s03,ah,hh,g
-1.275030376,1.231519646,0.824886921,0.468521869,-1.275030376,1.231519646,0.824886921,0.468521869,s03,iy,b,#
-0.515879125,-0.518467453,-0.241051654,-0.542013682,-0.515879125,-0.518467453,-0.241051654,-0.542013682,s03,ah,z,z
-0.62244582,0.841627669,0.543436099,-0.455670455,-0.62244582,0.841627669,0.543436099,-0.455670455,s03,iy,b,#
0.832470308,-1.170411166,-0.813379937,0.665992028,0.832470308,-1.170411166,-0.813379937,0.665992028,s03,ah,v,v
0.796311962,-1.457309425,-2.429138548,-0.06312856,0.796311962,-1.457309425,-2.429138548,-0.06312856,s03,ah,k,z
0.285096357,-0.817376583,-0.552622891,-0.887386592,0.285096357,-0.817376583,-0.552622891,-0.887386592,s03,ah,b,#
-0.613216165,0.924034476,0.36282284,2.619107812,-0.613216165,0.924034476,0.36282284,2.619107812,s03,iy,b,#
-0.485701166,1.406310754,2.05386531,2.464009792,-0.485701166,1.406310754,2.05386531,2.464009792,s03,iy,s,#
-1.084212521,-0.562476866,-1.666780999,-0.426889379,-1.084212521,-0.562476866,-1.666780999,-0.426889379,s03,uw,hh,#
-0.469174309,1.030585479,0.832070334,-0.337348254,-0.469174309,1.030585479,0.832070334,-0.337348254,s03,iy,hh,#
-1.0354731,0.961335366,1.850828018,0.212690084,-1.0354731,0.961335366,1.850828018,0.212690084,s03,uw,t,#
0.323994038,-0.301043902,-0.237010605,0.660395708,0.323994038,-0.301043902,-0.237010605,0.660395708,s03,ah,z,z
1.876460769,-0.085520337,-0.398762177,-0.733088047,1.876460769,-0.085520337,-0.398762177,-0.733088047,s03,ah,p,p
-0.553460457,0.503255327,0.263403564,-0.788251775,-0.553460457,0.503255327,0.263403564,-0.788251775,s03,iy,hh,#
-0.5155786,0.821107805,-1.761500346,-0.171057594,-0.5155786,0.821107805,-1.761500346,-0.171057594,s03,uw,t,#
1.325369603,-0.781979455,-1.186298378,2.599120954,1.325369603,-0.781979455,-1.186298378,2.599120954,s03,ah,b,#
-0.406518986,0.106656113,-0.635052664,0.033607834,-0.406518986,0.106656113,-0.635052664,0.033607834,s03,uw,d,#
0.701892915,-1.082981808,-0.226731441,-0.924162411,0.701892915,-1.082981808,-0.226731441,-0.924162411,s03,ah,b,t
-0.982279942,1.2230974,1.162612255,-0.286181897,-0.982279942,1.2230974,1.162612255,-0.286181897,s03,iy,b,#
1.759739381,-0.702233977,0.344123788,0.35338052,1.759739381,-0.702233977,0.344123788,0.35338052,s04,ah,s,s
0.103312436,-0.311015872,-0.491436984,-0.801884626,0.103312436,-0.311015872,-0.491436984,-0.801884626,s04,uw,t,#
-0.279044671,-0.530922145,-0.03012634,-0.591099406,-0.279044671,-0.530922145,-0.03012634,-0.591099406,s04,uw,d,#
-0.873417768,1.423669629,0.689335459,0.479040939,-0.873417768,1.423669629,0.689335459,0.479040939,s04,iy,hh,#
-0.468658495,0.795104097,-0.691375006,0.343246615,-0.468658495,0.795104097,-0.691375006,0.343246615,s04,iy,hh,#
1.848487345,-0.556466898,0.379286183,1.614038275,1.848487345,-0.556466898,0.379286183,1.614038275,s04,ah,s,s
2.078700808,-0.978944958,-1.292997089,-0.21817171,2.078700808,-0.978944958,-1.292997089,-0.21817171,s04,ah,v,v
-1.00174876,1.450903038,-0.199196618,-0.76945613,-1.00174876,1.450903038,-0.199196618,-0.76945613,s04,iy,sh,#
-0.081511098,-0.378442151,-0.841670924,0.381755453,-0.081511098,-0.378442151,-0.841670924,0.381755453,s04,uw,d,#
0.345908856,0.744033225,0.481014225,-0.834313121,0.345908856,0.744033225,0.481014225,-0.834313121,s04,iy,s,#
-1.025939185,0.66561033,0.866504673,1.317114865,-1.025939185,0.66561033,0.866504673,1.317114865,s04,iy,sh,#
0.439923837,-0.386997389,0.301634144,2.035608714,0.439923837,-0.386997389,0.301634144,2.035608714,s04,uw,d,#
-0.547586695,0.862430578,0.62082888,-0.76945613,-0.547586695,0.862430578,0.62082888,-0.76945613,s04,iy,sh,#
-1.024649536,0.921878448,-0.708197418,0.219612977,-1.024649536,0.921878448,-0.708197418,0.219612977,s04,iy,b,#
-0.59027579,-2.03724867,-1.180883848,-0.915384359,-0.59027579,-2.03724867,-1.180883848,-0.915384359,s04,iy,sh,#
2.129530778,-0.863720064,-0.187939278,0.916825626,2.129530778,-0.863720064,-0.187939278,0.916825626,s04,ah,t,f
-1.456675544,-1.468300217,-0.565132201,-0.708652702,-1.456675544,-1.468300217,-0.565132201,-0.708652702,s04,uw,hh,#
0.572547974,-0.596360688,0.238323299,-0.753241883,0.572547974,-0.596360688,0.238323299,-0.753241883,s04,ah,k,z
-0.855856866,1.463993594,0.837367194,0.008827757,-0.855856866,1.463993594,0.837367194,0.008827757,s04,iy,hh,#
-0.774505725,0.148816778,-1.174582717,-0.266814453,-0.774505725,0.148816778,-1.174582717,-0.266814453,s04,uw,d,#
1.054410123,-0.472961697,0.487104234,-0.185743215,1.054410123,-0.472961697,0.487104234,-0.185743215,s04,ah,k,z
-0.793591981,-0.548502737,0.437191133,1.419467303,-0.793591981,-0.548502737,0.437191133,1.419467303,s04,uw,th,#
-0.645250346,0.605809555,-0.51948094,-0.461385425,-0.645250346,0.605809555,-0.51948094,-0.461385425,s04,iy,sh,z
-0.233061615,0.058750229,-0.518292005,-0.626568073,-0.233061615,0.058750229,-0.518292005,-0.626568073,s04,iy,z,z
-0.881000051,1.134609771,0.572573008,2.066010428,-0.881000051,1.134609771,0.572573008,2.066010428,s04,iy,b,#
0.462178874,-1.382336995,0.613166749,-0.234385958,0.462178874,-1.382336995,0.613166749,-0.234385958,s04,ah,d,z
-0.80919361,0.32611946,-0.752406751,0.88439713,-0.80919361,0.32611946,-0.752406751,0.88439713,s04,uw,sh,#
0.182432217,-0.357708935,-0.092289735,1.224896331,0.182432217,-0.357708935,-0.092289735,1.224896331,s04,uw,d,#
-0.828789055,1.164313927,1.309381758,0.043283033,-0.828789055,1.164313927,1.309381758,0.043283033,s04,iy,hh,#
-0.462377662,1.219999819,0.956932953,-0.185743215,-0.462377662,1.219999819,0.956932953,-0.185743215,s04,iy,z,z
-0.270007448,-0.500523968,-1.313715583,-0.53536293,-0.270007448,-0.500523968,-1.313715583,-0.53536293,s04,uw,d,#
-0.149544703,-0.381438244,0.021267668,-0.197903901,-0.149544703,-0.381438244,0.021267668,-0.197903901,s04,uw,d,#
0.877363372,-0.620158578,-0.070317604,-0.850527369,0.877363372,-0.620158578,-0.070317604,-0.850527369,s04,ah,k,z
-0.556930731,0.961060094,0.554737392,-0.639742149,-0.556930731,0.961060094,0.554737392,-0.639742149,s04,iy,sh,#
1.032415962,-0.51201211,-0.179114375,-0.672170644,1.032415962,-0.51201211,-0.179114375,-0.672170644,s04,ah,p,p
-0.470180185,-0.187146312,-0.974081328,0.0574705,-0.470180185,-0.187146312,-0.974081328,0.0574705,s04,iy,sh,#
-0.205533367,0.007749228,-0.010615219,-0.364099939,-0.205533367,0.007749228,-0.010615219,-0.364099939,s04,uw,d,#
1.550371974,-0.88525768,-1.02447476,0.196304996,1.550371974,-0.88525768,-1.02447476,0.196304996,s04,ah,v,v
-0.325869248,0.309879862,-0.159081704,-0.269854625,-0.325869248,0.309879862,-0.159081704,-0.269854625,s04,uw,d,#
-0.606115397,-0.686780191,-1.909774412,1.792394999,-0.606115397,-0.686780191,-1.909774412,1.792394999,s04,uw,d,#
1.020023479,-0.457131012,0.466702969,-0.120886224,1.020023479,-0.457131012,0.466702969,-0.120886224,s04,ah,d,z
-1.18544986,0.938019667,0.328238931,-0.188783386,-1.18544986,0.938019667,0.328238931,-0.188783386,s04,iy,z,z
0.024076558,-0.194056862,0.671259907,-0.672170644,0.024076558,-0.194056862,0.671259907,-0.672170644,s04,uw,d,#
1.425653164,-1.90626407,-0.590597782,-0.801884626,1.425653164,-1.90626407,-0.590597782,-0.801884626,s04,ah,z,z
-0.954908205,0.877760304,-0.229370783,-0.785670378,-0.954908205,0.877760304,-0.229370783,-0.785670378,s04,iy,sh,#
-0.738637583,-2.053497028,-0.096071141,-0.992402036,-0.738637583,-2.053497028,-0.096071141,-0.992402036,s04,ah,z,z
-0.886233924,0.9661738,0.290934724,-0.007386491,-0.886233924,0.9661738,0.290934724,-0.007386491,s04,iy,sh,#
-0.61059705,1.108737997,0.58027381,0.987762959,-0.61059705,1.108737997,0.58027381,0.987762959,s04,iy,b,#
-0.57747869,1.35774625,1.655844529,-0.623527902,-0.57747869,1.35774625,1.655844529,-0.623527902,s04,iy,hh,#
1.43533931,-0.518859985,0.841359039,-0.299242948,1.43533931,-0.518859985,0.841359039,-0.299242948,s04,ah,b,t
-0.963921536,0.682460093,-1.284176377,-0.720813387,-0.963921536,0.682460093,-1.284176377,-0.720813387,s04,uw,th,#
-0.730838719,0.956241489,0.862253119,-0.964027102,-0.730838719,0.956241489,0.862253119,-0.964027102,s04,iy,hh,z
-0.962224544,1.14109185,0.61057815,0.900611378,-0.962224544,1.14109185,0.61057815,0.900611378,s04,iy,b,z
-0.627330458,0.659092164,0.095087316,-0.672170644,-0.627330458,0.659092164,0.095087316,-0.672170644,s04,iy,s,z
-1.037526042,1.552465431,1.146490125,1.873466237,-1.037526042,1.552465431,1.146490125,1.873466237,s04,iy,b,#
0.58933748,-0.837224373,-0.442863485,-0.915384359,0.58933748,-0.837224373,-0.442863485,-0.915384359,s04,ah,k,z
0.819124182,-1.276875792,0.655352101,-0.357006206,0.819124182,-1.276875792,0.655352101,-0.357006206,s04,ah,z,z
1.397221882,-1.326988301,1.43413072,-0.558670911,1.397221882,-1.326988301,1.43413072,-0.558670911,s04,ah,s,#
-0.656339775,1.00613974,1.964734349,0.60875492,-0.656339775,1.00613974,1.964734349,0.60875492,s04,iy,sh,#
-0.788675867,1.10379947,0.627085295,-0.834313121,-0.788675867,1.10379947,0.627085295,-0.834313121,s04,iy,hh,#
-0.724170041,1.133206949,0.572653376,0.416210729,-0.724170041,1.133206949,0.572653376,0.416210729,s04,iy,z,z
-0.635284432,-1.461989376,-0.14135847,-0.42895693,-0.635284432,-1.461989376,-0.14135847,-0.42895693,s04,uw,t,#
-0.827419495,1.388516738,0.906426336,-0.169528967,-0.827419495,1.388516738,0.906426336,-0.169528967,s04,iy,hh,z
-0.468093487,1.064374989,0.168736996,-0.21817171,-0.468093487,1.064374989,0.168736996,-0.21817171,s04,iy,hh,z
-0.629497859,1.163984121,0.936447153,-0.76945613,-0.629497859,1.163984121,0.936447153,-0.76945613,s04,iy,sh,#
1.532564291,-0.955943964,0.13888082,-0.241479691,1.532564291,-0.955943964,0.13888082,-0.241479691,s04,ah,f,f
1.227128301,-0.4620396,0.494094299,0.235827224,1.227128301,-0.4620396,0.494094299,0.235827224,s04,ah,s,s
-0.840297324,1.166506516,0.893157908,-0.70459914,-0.840297324,1.166506516,0.893157908,-0.70459914,s04,iy,hh,#
1.354068925,-0.894592311,0.664949693,-0.169528967,1.354068925,-0.894592311,0.664949693,-0.169528967,s04,ah,v,v
0.917331221,-1.520353163,-1.714020641,-0.996455598,0.917331221,-1.520353163,-1.714020641,-0.996455598,s04,ah,f,f
2.350130551,-1.048808231,0.240976714,0.761776883,2.350130551,-1.048808231,0.240976714,0.761776883,s04,ah,p,p
1.768320069,-0.420089803,-0.369705074,-0.542456663,1.768320069,-0.420089803,-0.369705074,-0.542456663,s04,ah,p,p
1.393273456,-0.765061316,0.337315233,-0.169528967,1.393273456,-0.765061316,0.337315233,-0.169528967,s04,ah,t,f
-1.341391729,1.237205893,1.178149866,-0.76945613,-1.341391729,1.237205893,1.178149866,-0.76945613,s04,iy,hh,#
0.102834964,-0.894398915,-0.182387059,-0.364099939,0.102834964,-0.894398915,-0.182387059,-0.364099939,s04,ah,hh,#
-0.816578794,1.447978769,-0.644711615,-0.526242416,-0.816578794,1.447978769,-0.644711615,-0.526242416,s04,iy,hh,#
1.596401942,-0.714295197,-0.802227895,-0.785670378,1.596401942,-0.714295197,-0.802227895,-0.785670378,s04,ah,sh,sh
-0.793364673,1.235037856,0.538150375,-0.872821959,-0.793364673,1.235037856,0.538150375,-0.872821959,s04,iy,hh,#
1.359081849,-0.532149562,0.913642144,0.738468902,1.359081849,-0.532149562,0.913642144,0.738468902,s04,ah,d,z
1.785575413,-0.807680946,-0.025832739,1.224896331,1.785575413,-0.807680946,-0.025832739,1.224896331,s04,ah,t,f
-0.414752471,1.598601965,2.049978744,-0.352952644,-0.414752471,1.598601965,2.049978744,-0.352952644,s04,iy,hh,#
-0.248163449,-0.314833922,-1.40824367,0.738468902,-0.248163449,-0.314833922,-1.40824367,0.738468902,s04,uw,d,#
-0.538147016,-0.218339162,-0.717449432,1.322181817,-0.538147016,-0.218339162,-0.717449432,1.322181817,s04,uw,t,z
-0.522085737,0.766590987,0.504347711,0.041256252,-0.522085737,0.766590987,0.504347711,0.041256252,s04,iy,s,z
2.128989365,-1.616533608,-0.730375258,-0.720813387,2.128989365,-1.616533608,-0.730375258,-0.720813387,s04,ah,z,z
0.945657927,-1.224430955,-0.268961158,-0.818098873,0.945657927,-1.224430955,-0.268961158,-0.818098873,s04,ah,s,s
-0.345911163,-0.3984854,-1.120625482,0.738468902,-0.345911163,-0.3984854,-1.120625482,0.738468902,s04,uw,d,#
-0.486940999,0.406588775,-0.924456285,-0.915384359,-0.486940999,0.406588775,-0.924456285,-0.915384359,s04,iy,sh,#
-0.589019792,-0.139444891,-0.431648331,-0.023600738,-0.589019792,-0.139444891,-0.431648331,-0.023600738,s04,uw,d,#
1.167143633,-0.741670142,0.157587128,-0.234385958,1.167143633,-0.741670142,0.157587128,-0.234385958,s04,ah,k,z
0.164435645,-0.362997261,-0.456183339,1.09518235,0.164435645,-0.362997261,-0.456183339,1.09518235,s04,uw,t,#
-0.030486068,-0.379642739,-0.324725093,2.149108448,-0.030486068,-0.379642739,-0.324725093,2.149108448,s04,uw,d,#
-0.810200129,-1.508916039,-2.491710404,-0.201957462,-0.810200129,-1.508916039,-2.491710404,-0.201957462,s04,uw,th,#
0.697423414,-1.941568193,0.413933756,-0.98024135,0.697423414,-1.941568193,0.413933756,-0.98024135,s04,ah,f,f
-0.731090585,1.069403835,0.976239747,-0.882955864,-0.731090585,1.069403835,0.976239747,-0.882955864,s04,iy,hh,z
1.921469231,-0.88390341,0.256263361,-0.299242948,1.921469231,-0.88390341,0.256263361,-0.299242948,s04,ah,t,f
-0.624042708,0.757711613,-0.659445893,-0.931598607,-0.624042708,0.757711613,-0.659445893,-0.931598607,s04,iy,b,#
1.777082661,-0.606920346,0.17052196,-0.974161007,1.777082661,-0.606920346,0.17052196,-0.974161007,s04,ah,p,p
2.003275976,-1.043287712,0.223591164,0.195291605,2.003275976,-1.043287712,0.223591164,0.195291605,s04,ah,t,f
-0.596023807,0.907130911,0.854573069,-0.088457729,-0.596023807,0.907130911,0.854573069,-0.088457729,s04,iy,hh,z
-0.696461374,0.738393663,-0.257135093,-0.445171177,-0.696461374,0.738393663,-0.257135093,-0.445171177,s04,iy,sh,#
-0.748790143,1.429906039,0.965148021,-0.491787139,-0.748790143,1.429906039,0.965148021,-0.491787139,s04,iy,hh,#
-0.606810434,-0.383273963,-0.400455767,-0.023600738,-0.606810434,-0.383273963,-0.400455767,-0.023600738,s04,uw,th,#
1.195770796,-0.759823983,-0.226802778,-0.526242416,1.195770796,-0.759823983,-0.226802778,-0.526242416,s04,ah,th,t
0.89555998,-0.42181775,0.305673357,-0.785670378,0.89555998,-0.42181775,0.305673357,-0.785670378,s04,ah,b,d
0.731551816,-0.59360062,0.832545031,1.468110046,0.731551816,-0.59360062,0.832545031,1.468110046,s04,uw,t,#
1.817677834,-0.705281255,0.362657282,-0.433010492,1.817677834,-0.705281255,0.362657282,-0.433010492,s04,ah,b,#
-0.867147578,0.23431801,-2.132051577,-0.558670911,-0.867147578,0.23431801,-2.132051577,-0.558670911,s04,iy,b,#
1.883538992,-1.113604266,-0.048149095,0.300684215,1.883538992,-1.113604266,-0.048149095,0.300684215,s04,ah,v,v
-0.185042456,0.878859992,-0.020605116,-0.299242948,-0.185042456,0.878859992,-0.020605116,-0.299242948,s04,iy,hh,z
1.100170262,-0.428832598,0.940123213,-0.591099406,1.100170262,-0.428832598,0.940123213,-0.591099406,s04,ah,k,z
-0.830015422,1.039486075,0.381966546,-0.039814986,-0.830015422,1.039486075,0.381966546,-0.039814986,s04,iy,b,#
-0.717469532,1.073851104,-0.195297038,0.462826691,-0.717469532,1.073851104,-0.195297038,0.462826691,s04,iy,sh,#
-0.653498793,0.956536375,0.225704259,0.089898995,-0.653498793,0.956536375,0.225704259,0.089898995,s04,iy,s,#
0.941640932,-0.754648358,0.351100868,1.970751723,0.941640932,-0.754648358,0.351100868,1.970751723,s04,uw,t,#
2.966431367,-0.90125011,-0.606519401,-0.42895693,2.966431367,-0.90125011,-0.606519401,-0.42895693,s04,ah,v,v
0.686228206,-0.605396955,-0.109592103,2.878749592,0.686228206,-0.605396955,-0.109592103,2.878749592,s04,uw,d,#
-0.714357596,1.048361098,0.931831522,-0.915384359,-0.714357596,1.048361098,0.931831522,-0.915384359,s04,iy,hh,z
-1.000325643,1.33645322,0.409365396,-0.056029234,-1.000325643,1.33645322,0.409365396,-0.056029234,s04,iy,b,#
-1.202205397,1.168978349,0.558285602,-0.477599673,-1.202205397,1.168978349,0.558285602,-0.477599673,s04,iy,hh,#
1.555877772,-0.554100573,0.257246176,-0.753241883,1.555877772,-0.554100573,0.257246176,-0.753241883,s04,ah,b,#
-0.5791373,-0.830736405,-0.651816955,-0.056029234,-0.5791373,-0.830736405,-0.651816955,-0.056029234,s04,uw,t,#
-0.975775148,1.126686591,-0.014393768,-0.187769996,-0.975775148,1.126686591,-0.014393768,-0.187769996,s04,iy,hh,z
-0.857063735,0.665292068,-0.808578695,-0.834313121,-0.857063735,0.665292068,-0.808578695,-0.834313121,s04,iy,b,#
1.719285749,-1.172144652,-2.015912634,-0.334711615,1.719285749,-1.172144652,-2.015912634,-0.334711615,s04,ah,p,p
-0.200691977,1.075592639,0.207199234,-0.105685367,-0.200691977,1.075592639,0.207199234,-0.105685367,s04,iy,hh,z
-0.716863636,0.565187211,-0.023573006,-0.526242416,-0.716863636,0.565187211,-0.023573006,-0.526242416,s04,iy,hh,z
-0.58439814,0.408013524,0.577247518,-0.510028168,-0.58439814,0.408013524,0.577247518,-0.510028168,s04,iy,sh,#
-0.764335003,1.122735185,0.92881856,-0.850527369,-0.764335003,1.122735185,0.92881856,-0.850527369,s04,iy,hh,#
0.168473765,-0.647869977,-0.603278231,-0.42895693,0.168473765,-0.647869977,-0.603278231,-0.42895693,s04,uw,d,#
1.570960412,-1.913525014,1.248045824,-0.737027635,1.570960412,-1.913525014,1.248045824,-0.737027635,s04,ah,p,p
0.889969285,-1.418086872,1.591472519,-0.120886224,0.889969285,-1.418086872,1.591472519,-0.120886224,s04,ah,v,v
0.848406932,-1.279716521,0.038301576,-0.591099406,0.848406932,-1.279716521,0.038301576,-0.591099406,s04,ah,s,#
-0.857125816,1.04289624,0.079767264,-0.272894796,-0.857125816,1.04289624,0.079767264,-0.272894796,s04,iy,b,#
-0.828841736,1.237726668,1.838137208,-0.801884626,-0.828841736,1.237726668,1.838137208,-0.801884626,s04,iy,hh,#
-0.38213689,1.304609342,0.728588964,-0.591099406,-0.38213689,1.304609342,0.728588964,-0.591099406,s04,iy,sh,z
-0.072711557,0.776403382,0.040218315,0.851968635,-0.072711557,0.776403382,0.040218315,0.851968635,s04,iy,s,#
2.213978813,-1.045499659,-0.38440631,-0.169528967,2.213978813,-1.045499659,-0.38440631,-0.169528967,s04,ah,t,k
-0.891157374,1.55636254,1.036403397,0.738468902,-0.891157374,1.55636254,1.036403397,0.738468902,s04,iy,hh,#
-1.129709092,1.412757492,2.039440675,0.300684215,-1.129709092,1.412757492,2.039440675,0.300684215,s04,iy,hh,z
-0.583135571,0.979862145,2.828867384,-0.49381392,-0.583135571,0.979862145,2.828867384,-0.49381392,s04,iy,sh,#
0.929168739,-0.724100509,0.098283317,-0.915384359,0.929168739,-0.724100509,0.098283317,-0.915384359,s04,ah,k,z
-0.578136094,1.053633262,0.52514368,-0.882955864,-0.578136094,1.053633262,0.52514368,-0.882955864,s04,iy,hh,#
0.442733953,-0.439986016,0.608693746,-0.104671977,0.442733953,-0.439986016,0.608693746,-0.104671977,s04,ah,k,z
-0.713753314,-1.698065636,0.422885712,-0.056029234,-0.713753314,-1.698065636,0.422885712,-0.056029234,s04,ah,v,v
2.084144851,-0.77995272,0.431404087,0.624969168,2.084144851,-0.77995272,0.431404087,0.624969168,s04,ah,t,f
1.482548454,-0.733271968,-1.09194307,-0.526242416,1.482548454,-0.733271968,-1.09194307,-0.526242416,s04,ah,p,p
-0.790584954,0.651292265,-0.047649063,-0.882955864,-0.790584954,0.651292265,-0.047649063,-0.882955864,s04,iy,sh,z
-0.561188091,1.602399309,2.147157474,-0.623527902,-0.561188091,1.602399309,2.147157474,-0.623527902,s04,iy,hh,#
1.355074681,-1.5631944,-1.997643862,-0.574885159,1.355074681,-1.5631944,-1.997643862,-0.574885159,s04,ah,g,#
-0.923743328,0.968626989,0.425697089,-0.380314187,-0.923743328,0.968626989,0.425697089,-0.380314187,s04,iy,z,z
-0.601595368,0.519598024,0.494355591,-0.808978359,-0.601595368,0.519598024,0.494355591,-0.808978359,s04,iy,hh,z
-0.527011109,0.132107839,-1.100199962,-0.283028701,-0.527011109,0.132107839,-1.100199962,-0.283028701,s04,uw,t,#
-0.803521011,1.097667137,1.025227106,0.33311271,-0.803521011,1.097667137,1.025227106,0.33311271,s04,iy,hh,z
-0.926494524,1.072128333,1.649179937,-0.688384892,-0.926494524,1.072128333,1.649179937,-0.688384892,s04,iy,hh,#
-0.122053815,0.156765843,-1.263393508,-0.915384359,-0.122053815,0.156765843,-1.263393508,-0.915384359,s04,uw,t,#
-0.617104791,0.486557334,-1.340163024,-0.70459914,-0.617104791,0.486557334,-1.340163024,-0.70459914,s04,iy,sh,#
-1.03862366,1.049719391,0.520613803,-0.42895693,-1.03862366,1.049719391,0.520613803,-0.42895693,s04,iy,hh,#
1.374383054,-1.626453396,-2.25197753,-0.558670911,1.374383054,-1.626453396,-2.25197753,-0.558670911,s04,ah,t,#
-0.174314256,-0.002559852,0.29329964,2.846321097,-0.174314256,-0.002559852,0.29329964,2.846321097,s04,uw,t,#
0.012608336,-0.698561609,-1.080833703,0.933039873,0.012608336,-0.698561609,-1.080833703,0.933039873,s04,uw,f,d
0.906593558,-0.696846338,0.984679773,-0.70459914,0.906593558,-0.696846338,0.984679773,-0.70459914,s04,ah,k,z
-0.674390785,-0.138999837,-2.987061499,-0.947812855,-0.674390785,-0.138999837,-2.987061499,-0.947812855,s04,iy,sh,#
0.1748284,-0.489244852,-0.383224139,0.949254121,0.1748284,-0.489244852,-0.383224139,0.949254121,s04,uw,t,#
-0.689432208,-0.789376098,-1.389735886,-0.072243481,-0.689432208,-0.789376098,-1.389735886,-0.072243481,s04,uw,f,d
1.897072549,-0.552433015,0.690987984,0.040242862,1.897072549,-0.552433015,0.690987984,0.040242862,s04,ah,b,t
-0.459431368,1.244891335,0.392455932,-0.542456663,-0.459431368,1.244891335,0.392455932,-0.542456663,s04,iy,hh,z
1.476723731,-0.901779889,-0.320206679,-0.699532187,1.476723731,-0.901779889,-0.320206679,-0.699532187,s04,ah,b,#
-0.418556352,1.303986162,2.774617029,0.479040939,-0.418556352,1.303986162,2.774617029,0.479040939,s04,iy,ch,t
-1.012744392,1.014257776,0.217975996,-0.672170644,-1.012744392,1.014257776,0.217975996,-0.672170644,s04,iy,hh,#
-0.467464008,-0.272358862,-0.391403291,0.041256252,-0.467464008,-0.272358862,-0.391403291,0.041256252,s04,uw,d,#
-0.614261035,1.004172229,1.324417931,-0.672170644,-0.614261035,1.004172229,1.324417931,-0.672170644,s04,iy,s,#
-0.214718406,-0.246929836,-0.166328084,1.435681551,-0.214718406,-0.246929836,-0.166328084,1.435681551,s04,uw,t,#
1.563904297,-0.859998516,0.554724637,-0.558670911,1.563904297,-0.859998516,0.554724637,-0.558670911,s04,ah,s,#
2.046901759,-0.666017341,0.272448947,0.426344634,2.046901759,-0.666017341,0.272448947,0.426344634,s04,ah,p,p
-0.49912166,0.707547698,-0.227565871,-0.185743215,-0.49912166,0.707547698,-0.227565871,-0.185743215,s04,iy,sh,z
1.853498151,-0.874414831,0.785023897,0.495255187,1.853498151,-0.874414831,0.785023897,0.495255187,s04,ah,p,p
-0.774876454,-1.717484625,-1.122953563,1.127610845,-0.774876454,-1.717484625,-1.122953563,1.127610845,s04,uw,hh,#
-0.183580292,-0.290692417,-0.847341046,0.414183948,-0.183580292,-0.290692417,-0.847341046,0.414183948,s04,uw,d,#
-0.398895666,1.001974398,0.328409492,-0.592112797,-0.398895666,1.001974398,0.328409492,-0.592112797,s04,iy,hh,#
-0.633394279,1.083877085,0.724375386,-0.76945613,-0.633394279,1.083877085,0.724375386,-0.76945613,s04,iy,hh,#
-0.651803467,-0.81291563,-0.906287085,0.025042005,-0.651803467,-0.81291563,-0.906287085,0.025042005,s04,uw,hh,#
-0.721010582,1.207377409,0.759284311,-0.574885159,-0.721010582,1.207377409,0.759284311,-0.574885159,s04,iy,hh,z
-0.100564472,0.035604937,-0.618994001,-0.201957462,-0.100564472,0.035604937,-0.618994001,-0.201957462,s04,uw,d,#
