speaker,label,prev,post,dur,f1_50,f2_50,f3_50,f1_25,f2_25,f3_25,f1_75,f2_75,f3_75
s01,eh,ch,s,0.0794375,654.28288,2009.571761,3023.170024,,,,,,
s08,aa,g,sh,0.4001875,768.844797,1454.389502,2968.286221,750.5342336,1429.89337,2923.808988,768.3851055,1560.178876,2920.698704
s08,ih,s,t,0.061,566.4344976,1868.406081,2873.809556,,,,,,
s04,el,f,#,0.054,642.1782348,1298.336135,2902.807537,,,,,,
s08,ih,k,z,0.03325,508.204036,1883.020263,2727.819572,,,,,,
s08,ae,hh,v,0.06125,849.5229159,1774.822801,1929.946728,,,,,,
s15,ah,b,d,0.14425,586.2476411,1423.075116,2414.383607,570.7215983,1372.279916,2352.12143,552.1501637,1486.912371,2401.649434
s15,eh,z,z,0.033875,244.8807164,1731.352985,2467.136422,,,,,,
s04,iy,hh,#,0.058,341.6925375,2486.437685,2960.675294,,,,,,
s01,ow,g,#,0.0659375,668.3242152,1855.695815,2879.930972,,,,,,
s14,ih,z,z,0.0695,426.1362135,1862.095099,2897.58912,,,,,,
s01,er,f,#,0.096875,620.7796114,925.5193916,1723.192639,561.0163069,1501.948564,1944.71738,546.8261713,1016.654947,1787.49402
s08,ih,k,z,0.0758125,334.69836,1915.887076,2949.906781,,,,,,
s15,iy,z,z,0.0875625,330.2807998,2037.863748,2691.529569,337.8447388,1976.451321,2742.698492,325.5218128,1987.967796,2644.945502
s01,ae,hh,v,0.23525,935.6336777,1759.418089,2873.916279,950.1649734,1905.999565,2857.321318,917.695469,1658.580008,2949.146832
s04,ih,sh,s,0.06,482.1315925,1729.746254,2968.879702,,,,,,
s08,ah,b,t,0.02225,509.0988238,1689.011911,2946.152003,509.0988238,1689.011911,2946.152003,509.0988238,1689.011911,2946.152003
s15,ih,s,s,0.7706875,437.5633576,1613.618759,2453.329581,433.0767466,1784.4479,2442.561162,418.9117774,1521.546764,2418.220527
s14,uw,v,v,0.06,411.268774,1522.093163,3038.415662,,,,,,
s08,ow,s,#,0.0515625,705.5366279,1356.396222,2827.3409,,,,,,
s14,ih,z,z,0.0515,322.463003,1676.590935,2884.134763,,,,,,
s01,ih,k,z,0.08075,586.8339129,2216.928912,3125.784586,593.1443267,2309.807977,3187.158089,566.6502982,2125.725908,3086.35516
s08,ih,k,d,0.162,666.3372689,2010.442537,2898.716204,644.9770724,2106.445236,2848.860518,627.2538412,1937.104254,2941.935477
s15,ih,f,t,0.069125,478.3521257,1849.207401,2693.563928,,,,,,
s01,iy,hh,#,0.05,432.084299,2691.030636,3286.350235,,,,,,
s06,ih,z,z,0.025875,395.7913374,2555.346409,3192.326555,,,,,,
s15,ih,z,z,0.1001875,416.2544667,1962.125643,2672.001124,419.878061,2045.698107,2664.380656,385.8592027,1877.458907,2638.2867
s15,iy,k,p,0.0600625,297.637007,2426.541871,3102.779095,,,,,,
s14,ih,s,s,0.0285625,1806.752799,3131.72974,4379.846556,,,,,,
s01,er,f,#,0.058375,554.0029114,2016.933417,3104.496673,,,,,,
s15,ah,t,z,0.090875,493.4306083,1392.56818,2393.908565,528.5284943,1429.006461,2428.698509,443.2515902,1478.897055,2422.307922
s14,ah,b,#,0.0536875,596.7029648,1584.707024,2534.066447,,,,,,
s15,ih,s,t,0.17,381.8166306,2011.855709,2794.859347,1714.430268,2511.286009,3416.961871,429.8546628,1939.87637,2665.533859
s01,ay,t,p,0.1433125,723.0257591,1717.516831,2509.249545,981.601599,1875.222196,2833.500527,586.2542242,2291.450962,3064.585935
s15,aa,g,t,0.04,580.4716549,1617.056488,2108.318255,,,,,,
s14,ah,v,v,0.0499375,549.9627161,1479.96172,3051.053774,,,,,,
s08,ae,hh,v,0.09,877.0673028,1692.474849,3070.907303,917.6341942,1696.139284,3143.064263,821.9750756,1689.297291,2991.759343
s08,ey,th,#,0.095,600.6805993,2086.218213,3080.417042,614.8491983,1744.270833,3011.947458,533.5599461,2204.162357,2849.860169
s08,uw,d,#,0.1169375,386.0245648,2242.550652,2716.456991,351.5418491,2243.375641,2778.903541,423.0589691,2036.559494,2739.965678
s06,er,f,sh,0.0823125,403.4400417,1582.114966,1961.655813,408.1141901,1498.216822,1826.318664,382.4990559,1708.470627,1953.377396
s04,iy,p,k,0.119,400.6134743,2601.100963,3096.105211,376.0544649,2681.644354,3138.46946,394.5382054,2627.691011,3001.06727
s14,ah,v,v,0.0346875,368.6500859,1120.281918,2429.117478,,,,,,
s15,uw,t,#,0.24,364.8799668,1203.301245,2385.128447,363.9981246,1540.442833,2427.842686,332.6644442,923.4622394,2454.358011
s03,ih,f,f,0.1960625,249.4285379,1924.683525,2592.796243,159.9335445,1984.104792,2654.433324,371.7720966,1838.849142,2462.812121
s03,ah,s,ch,0.085,589.9641259,1547.118984,2817.151852,579.7647972,1528.45827,3216.555986,558.2826675,1548.041504,2810.142153
s03,er,hh,#,0.3028125,410.5880769,1433.650126,1855.552186,402.8855315,1412.215744,1671.479445,440.9310529,1254.708304,1391.349012
s08,ae,hh,z,0.1126875,804.741909,1839.721416,3031.919609,811.8259346,1136.879928,1923.748122,667.8142576,1755.09765,3098.824069
s08,ow,g,#,0.10925,769.511548,1716.662402,2795.943485,672.3629852,1763.70816,2912.883713,693.4941788,1572.729889,2844.121081
s14,ih,z,z,0.16,497.4478663,1995.218674,2845.104425,483.294243,2062.132264,2857.799694,497.0032033,1852.840825,2866.875778
s15,ay,k,k,0.1099375,580.9183911,1162.06929,2205.40993,538.0875989,1134.874015,2213.990768,556.0653686,1424.72399,2329.535753
s03,iy,hh,#,0.2419375,321.337572,2279.344469,2814.575884,346.8171117,2258.858076,2841.67281,300.0110604,2056.688166,2544.486452
s03,ey,s,#,0.11,427.2171421,1771.462452,2744.333188,448.2729651,1687.932041,2748.15933,447.8823844,1821.091442,2739.797547
s03,uw,d,#,0.0634375,386.6839377,1636.697782,2453.640067,,,,,,
s08,ih,z,z,0.0530625,401.0313756,1598.846478,2959.705647,,,,,,
s04,uh,p,sh,0.044875,518.3383007,1486.058171,2743.630905,,,,,,
s03,ey,z,#,0.064,389.7468993,1810.865306,2501.55728,,,,,,
s04,ow,s,#,0.133,646.3446611,1435.748649,3004.56504,622.8528075,1143.60719,2959.220001,642.0847983,1279.311869,3065.373474
s01,iy,sh,z,0.05,407.9580734,2413.828947,3204.25213,,,,,,
s08,er,f,#,0.03,477.2084816,1355.701203,1873.413025,,,,,,
s14,iy,hh,#,0.0505,309.1563109,2486.758798,2785.570749,,,,,,
s14,ey,d,#,0.060125,440.5423156,2201.581869,2762.755941,,,,,,
s04,iy,hh,z,0.05425,336.0502299,2524.049971,3068.094929,,,,,,
s15,er,f,#,0.0664375,472.5896903,1388.943045,1491.278419,,,,,,
s04,ih,d,d,0.0804375,495.7938343,2017.880122,2972.423945,478.071555,2078.763173,2949.825612,485.0442045,2017.175527,2986.665953
s08,ah,s,sh,0.0664375,614.6951436,1754.578682,3014.869802,,,,,,
s14,er,sh,#,0.087875,427.6545514,1263.204693,1805.082754,421.1563064,1444.145634,1762.276132,416.8269106,1072.717444,1844.766787
s15,ah,v,v,0.0673125,529.3796809,1564.384398,2376.718932,,,,,,
s03,ay,s,d,0.1341875,644.7334829,1216.686282,2458.903813,609.683085,1175.911232,2316.066185,579.2279322,1363.43563,2427.967186
s01,ah,s,s,0.0675,563.8824695,1949.153674,3222.208695,,,,,,
s14,ih,s,t,0.1128125,377.2721136,2029.310607,2834.507107,382.4706774,2020.476706,2785.004508,373.4594662,2011.854634,2823.498893
s15,uw,t,#,0.056625,357.6815146,1936.919534,2475.560886,,,,,,
s08,ae,b,k,0.1620625,933.6759744,1849.758707,3137.818795,864.4148916,1872.591766,2862.705499,940.8057878,1865.774101,2986.872727
s14,uh,k,d,0.0810625,473.7029839,1780.623164,2678.2624,451.0607208,1687.498551,2654.685624,455.1091282,1882.43485,2683.377381
s03,uw,d,#,0.158,370.390469,1916.099639,2146.261081,371.2503985,1408.058678,2271.445094,354.132034,1487.539628,2435.261018
s14,iy,hh,#,0.129125,342.1120648,2496.236288,2640.772048,354.0777708,2551.847299,3089.396349,312.7555552,2200.854455,2631.271856
s15,ae,hh,v,0.020625,431.797905,1365.31974,2110.544907,431.797905,1365.31974,2110.544907,431.797905,1365.31974,2110.544907
s06,ae,t,k,0.1383125,534.4492559,1640.223692,2534.061488,560.6829906,1593.176386,2530.338208,512.7440243,1765.877724,2356.631595
s15,aa,k,#,0.1559375,696.4551148,1497.263341,2341.931345,659.0406626,1565.477095,2352.615366,697.0833495,1377.508711,2358.245882
s15,ah,d,#,0.0561875,546.4734565,1465.391483,1959.88916,,,,,,
s15,ah,p,p,0.0453125,516.7615017,1018.905626,2401.226286,,,,,,
s03,ay,f,v,0.22425,691.7216089,1376.626303,2549.333603,592.4124495,1185.981535,2252.99309,630.3025061,1612.939881,2458.332402
s01,ah,d,z,0.076375,709.9911297,1170.644861,2047.76791,,,,,,
s14,iy,hh,#,0.0355625,336.925301,2331.718824,2480.338716,,,,,,
s15,ow,s,#,0.187375,743.5004496,868.6714191,2463.104527,684.1585576,1050.115257,2392.294299,625.4933318,980.6013511,2527.547469
s01,ih,z,z,0.13,546.8413624,1994.754078,2175.703098,516.2777997,2264.851825,3226.164245,523.9891984,2023.227248,2148.317261
s15,ae,s,s,0.1645625,859.5258996,1581.095099,2347.705963,866.483274,1674.548598,2466.500058,796.8040614,1521.891927,2313.275516
s14,ah,z,z,0.067875,493.5480323,1480.11276,2569.94692,,,,,,
s04,iy,hh,#,0.0630625,368.6040388,2503.502784,2952.186213,,,,,,
s08,iy,hh,#,0.155,389.3953939,2576.661197,3154.02307,409.2148798,2656.800282,3236.497107,373.0161134,2299.913248,2643.147405
s08,ey,s,f,0.19225,550.7197994,2353.107388,2880.281513,639.0618644,2073.05579,2974.317263,484.448174,2485.288596,2840.309425
s15,uw,d,#,0.231125,416.4786691,1686.729728,2206.492527,377.8911131,1782.773835,2337.917104,447.7919676,1583.234701,2162.197068
s08,er,f,#,0.0635625,581.1642996,1440.018329,1859.383702,,,,,,
s14,ih,z,z,0.2006875,367.1636721,2137.034293,2992.50014,329.4845218,2304.894772,3125.635332,354.1649461,1995.407499,2918.920958
s14,ae,hh,d,0.0750625,825.2939022,1770.12619,2700.373255,,,,,,
s15,iy,hh,#,0.146125,248.4021346,2488.835577,3094.206974,254.2824364,2488.375514,3092.161899,248.5297659,2468.842622,3079.224626
s04,ih,f,f,0.061,386.0104648,1765.754989,2625.168676,,,,,,
s04,ae,hh,d,0.055,781.1004938,1719.747776,2810.455097,,,,,,
s14,ow,hh,#,0.3308125,392.5749297,612.1386546,2970.334301,432.6947459,634.0024299,2855.562927,358.1538768,612.0539541,2931.720102
s08,er,ch,#,0.085625,456.3328092,1832.40229,1971.143817,454.5294979,1950.233481,2076.593606,435.8195123,1809.052801,1869.046086
s03,ah,b,t,0.114,517.5603553,1404.569072,2584.083097,522.6428879,1372.612031,2573.59736,501.8824321,1417.725547,2614.254063
s08,ow,s,#,0.130125,587.1287912,1541.108641,2892.696947,583.1998541,1603.308037,2943.521438,497.3758134,1200.982909,2886.916982
s15,uw,t,#,0.07,290.4514807,1843.011282,2627.49281,,,,,,
s03,ah,v,v,0.081,519.2671096,1230.438054,2410.313277,486.7809971,1283.334337,2448.228324,501.3962361,1151.66902,2394.363623
s15,ih,s,s,0.2408125,475.1395953,1691.896436,2689.295514,468.7239288,1773.76946,2696.337754,431.2761031,1600.652275,2638.394862
s04,ah,p,p,0.065,660.8850161,1435.126258,3081.670127,,,,,,
s08,ow,g,#,0.0770625,647.2100814,2010.988433,2959.722654,,,,,,
s08,uw,d,#,0.1055,407.1692365,2458.023844,2952.788801,403.4348002,2447.442082,2996.369471,419.316247,2395.601744,2866.924264
s15,ih,s,t,0.0939375,392.7214708,1807.851041,2469.341105,385.4804248,1796.317908,2482.515839,380.4479382,1811.404245,2498.730284
s06,uw,t,#,0.0456875,347.2924297,1346.924069,2822.211628,,,,,,
s15,ah,z,z,0.04,436.3362251,1480.021464,2196.286608,,,,,,
s14,ae,hh,v,0.0593125,801.4159248,1720.906153,2664.354115,,,,,,
s08,ey,f,s,0.119375,475.7318749,2164.877024,2773.025728,571.4187245,2061.61811,2764.281828,424.5376375,1704.418279,2706.356257
s04,ih,sh,#,0.0434375,421.3918306,2787.331252,2970.938012,,,,,,
s01,ae,hh,v,0.1176875,623.8493116,1317.576152,1989.5787,564.2758766,1248.790195,2043.318088,612.5641274,1432.09078,1705.961536
s14,ae,t,p,0.1066875,922.5573406,1720.415293,2637.506409,940.4851624,1869.765053,2660.414941,912.9036618,1653.192835,2611.692009
s08,ae,t,t,0.07,707.6157074,1829.186671,2959.433712,,,,,,
s14,iy,s,z,0.2355625,339.7587012,2466.814364,3137.840877,342.02245,2424.154973,3162.513326,340.8713883,2487.402804,3119.540191
s08,ih,s,s,0.039875,715.4937145,2447.38719,3171.683444,,,,,,
s08,ae,b,d,0.207375,979.2286075,1552.7876,1787.485612,979.5891698,1544.978248,1750.052435,953.7756026,1779.05066,2925.556775
s15,ih,ch,s,0.054375,430.1673282,1558.914097,2502.723169,,,,,,
s06,ae,hh,v,0.1308125,479.7863835,1550.0465,2427.779784,617.2830709,1672.028238,2699.772123,427.7339267,1477.168429,2485.812416
s08,ow,g,#,0.05825,534.2469094,1161.335538,2792.181822,,,,,,
s03,ae,b,d,0.2640625,548.45391,1905.346462,2680.607662,560.6142658,1899.637045,2661.142055,523.9222455,1909.438246,3107.761218
s03,iy,hh,#,0.088625,319.0567989,2169.626381,2849.250325,331.2718378,2167.797809,2869.833556,315.6415456,2141.463817,2926.959627
s06,ae,hh,v,0.0701875,561.8612509,1582.171672,2592.573735,554.5709309,1600.849246,2640.701392,555.1787784,1541.505885,2523.388656
s14,ey,b,s,0.21,484.0947852,2337.05528,2968.698138,559.833882,2113.718314,2873.657106,373.70041,2498.167816,3238.279983
s14,iy,hh,#,0.0268125,323.3548285,1887.414237,2695.529343,,,,,,
s15,eh,b,s,0.07575,564.5331927,1432.543075,2487.368732,,,,,,
s04,ih,f,f,0.09,481.2567395,2153.221805,2920.168604,446.9841897,2277.265855,2919.473404,500.2736626,2087.432717,2867.249498
s14,uw,d,#,0.0630625,329.7856689,1302.310305,2521.528511,,,,,,
s14,ih,s,th,0.088375,404.6095405,2082.262687,2816.922087,405.7229879,2055.645129,2807.323331,398.3101383,2067.69942,2831.344897
s14,ih,z,z,0.056625,437.7301101,1955.580497,2928.531242,,,,,,
s04,ih,k,d,0.134,558.002421,2171.409422,2947.435506,544.0457898,2278.65437,2999.80109,542.1001843,2063.749705,3038.195609
s14,ah,v,v,0.0225625,286.3484181,956.8495276,3073.403499,286.3484181,956.8495276,3073.403499,286.3484181,956.8495276,3073.403499
s01,ah,v,v,0.11525,723.0903506,1793.129144,2894.650867,733.1040262,1807.982006,2927.662009,740.2962509,1786.249702,2799.43434
s14,ih,k,s,0.0224375,285.7573567,1760.84515,2733.80985,285.7573567,1760.84515,2733.80985,285.7573567,1760.84515,2733.80985
s15,ih,s,s,0.07125,441.2836979,1846.650258,2662.401122,425.9289723,1921.213654,2623.988214,426.2721828,1872.352808,2668.887918
s15,eh,s,s,0.0856875,475.6859506,1898.369204,2738.237594,543.4105086,1890.891851,2572.461013,440.5811156,1888.392786,2725.510058
s03,iy,hh,#,0.1366875,292.399349,2297.333848,3361.197917,302.2149232,2283.434434,3350.19658,289.2728147,2296.027173,3080.378246
s15,ah,s,s,0.06,379.7475302,1397.681137,2089.547782,,,,,,
s06,uh,t,k,0.0831875,396.9292352,1297.692643,2649.538882,406.2614184,1310.417227,2517.011017,376.3040444,1297.144088,2605.12412
s03,iy,sh,sh,0.22325,272.0721973,2301.237056,2983.166492,279.213063,2300.017071,3084.409698,261.7356296,2321.161058,2805.023888
s04,iy,s,z,0.345,329.5343085,2778.625587,3102.10242,356.9647,2733.316846,3131.415443,297.6899595,2785.123127,3398.831024
s15,ah,s,t,0.0306875,598.1078468,1441.317141,2309.852159,,,,,,
s06,ah,p,p,0.1225625,576.1415016,1320.040753,2461.907996,555.2284813,1343.93329,2496.199453,575.2948428,1280.106872,2465.190232
s15,iy,d,p,0.082625,282.5620031,2327.80266,2860.446658,288.4485002,2255.756323,2821.055002,277.659806,2363.257166,2924.848676
s08,ih,b,t,0.03,480.5941052,1832.98137,3122.409766,,,,,,
s14,uw,hh,#,0.03075,297.4037977,1493.321356,2376.006711,,,,,,
s15,ah,v,v,0.0725625,453.1140969,1196.932009,2715.281582,461.3173668,1175.171593,2768.023424,435.6254719,1236.973882,2714.075226
s15,aa,v,v,0.0841875,679.5536371,1273.128726,2309.465584,665.6917757,1204.476306,2307.17927,639.7500108,1325.168876,2301.985096
s14,ih,g,t,0.0481875,399.8699433,2198.352995,2738.378339,,,,,,
s14,iy,hh,#,0.0648125,281.5755748,2684.861162,3384.48825,,,,,,
s15,eh,s,s,0.17,633.1550965,1475.068162,2018.730683,623.6579152,1458.652017,2113.891833,615.3518561,1464.702938,2217.534098
s04,ih,th,g,0.056,581.9329729,2395.360356,2987.557409,,,,,,
s01,iy,hh,z,0.128,381.00715,2616.555732,3143.719066,393.3846206,2761.422622,3124.555008,371.7858134,2373.106791,3138.578427
s15,ih,s,#,0.0576875,391.7786403,1906.540529,2482.342616,,,,,,
s14,ey,s,#,0.0675,435.710262,2355.85922,2904.09163,,,,,,
s14,ah,b,t,0.082625,454.7624913,1727.941023,2825.101992,489.0170788,1595.354924,2660.967294,426.5443886,1825.102956,2863.296886
s15,er,f,s,0.066125,439.5577075,1365.59996,1499.045094,,,,,,
s04,ah,k,z,0.065,459.5697671,1616.72661,2880.342635,,,,,,
s04,iy,hh,#,0.055,377.8566112,2597.180326,3145.704466,,,,,,
s06,uh,p,sh,0.0980625,414.8614844,1271.548735,2587.218436,431.5910021,1202.688978,2702.630984,345.9746493,2074.334202,2937.509842
s01,ah,p,p,0.16275,814.9188019,1778.096643,3104.101891,636.4661531,1861.196244,3246.462378,767.6120871,1667.260239,3073.744701
s14,eh,g,s,0.076375,560.7087327,1991.891436,2785.975515,,,,,,
s15,eh,b,s,0.0875,622.1078787,1430.119441,2368.142029,594.3519024,1456.309426,2397.029341,619.6206339,1422.922176,2373.49952
s08,iy,b,#,0.070625,348.6385847,2200.741666,2924.601162,345.0841134,2224.888677,2899.769913,357.2276,2225.143309,2882.124851
s15,er,f,#,0.0395625,501.4065992,1142.693911,1598.40362,,,,,,
s06,en,s,s,0.11,284.7131063,1827.829237,2832.083557,289.7206221,1985.058698,2643.593879,293.1712065,1939.11495,2814.885762
s03,ae,hh,v,0.079,538.2615644,1624.046512,2545.409644,,,,,,
s15,er,f,#,0.0469375,467.604398,1455.571342,1493.011213,,,,,,
s01,eh,g,s,0.0888125,332.3602018,2015.409012,2982.77323,325.3109168,1775.30366,2098.794989,373.6144785,1926.576677,1983.508323
s04,eh,t,t,0.1089375,779.6922784,1919.533731,2935.009975,809.2566985,1923.501356,2855.673957,714.3766466,1933.827878,3021.090395
s01,iy,s,#,0.0406875,503.2950379,2528.839442,3256.175255,,,,,,
s15,eh,hh,v,0.04,633.6732516,1697.242531,2457.573282,,,,,,
s14,iy,hh,#,0.0810625,352.6406307,2595.264936,3399.671804,338.6470549,2601.317086,3356.217407,363.1197692,2568.843576,3371.45893
s15,ae,s,t,0.0836875,696.038512,1491.097,2259.645701,695.9700615,1504.01202,2250.328793,660.548611,1468.599613,2261.268399
s15,iy,p,#,0.105125,327.9549932,2145.118528,2751.044971,311.0165578,2170.547158,2764.363034,365.891047,2104.19215,2669.308937
s03,ah,v,v,0.03,458.6490358,1694.967642,2660.424517,,,,,,
s15,uh,g,#,0.054625,408.5969116,1708.608308,2295.390748,,,,,,
s04,ah,t,f,0.242,491.1660912,1594.757394,3070.392395,610.3257442,1589.087821,3112.135866,437.0748056,1647.027034,2981.729892
s14,ey,g,z,0.188,468.552375,2306.478254,2841.447484,538.2095745,2179.959493,2722.176067,376.0048487,2398.874054,3141.941774
s03,ae,v,s,0.146,664.6513344,1636.246996,2597.297132,636.0992833,1590.22322,2395.408203,668.1401319,1599.851781,2573.461715
s04,ah,v,v,0.052,568.870397,1593.595295,2771.507664,,,,,,
s04,er,sh,#,0.08975,545.3157864,1373.212231,2856.410501,470.1891089,1116.847484,1684.820788,521.1519151,597.0950695,1644.356074
s03,ae,hh,v,0.1078125,603.3330443,1685.45174,2536.640087,596.7274123,1635.808053,2517.876584,600.7429343,1608.501852,2500.135343
s08,eh,t,t,0.0480625,658.2912019,1860.173867,2835.753156,,,,,,
s15,ih,z,z,0.2050625,505.143533,1799.59013,2736.319416,485.3047776,1883.543202,2695.5295,494.72963,1717.82054,2812.808673
s15,eh,hh,v,0.04,598.7244426,1771.268804,2271.575592,,,,,,
s08,ow,s,#,0.2,721.4356521,1374.256795,2817.400143,720.3545084,1574.412264,2920.480696,683.2820894,1215.612261,2775.822039
s01,ow,s,#,0.3063125,629.6204384,1274.970138,3342.944273,787.5579022,1493.049843,3285.329824,596.4063342,1133.073675,3305.3908
s01,aa,hh,#,0.110375,796.9732699,1662.407857,2503.400755,1158.828136,1605.240411,3037.567716,862.316343,1711.002233,2808.639055
s04,ah,s,s,0.083,669.0890193,1635.395622,2915.242442,710.867019,1590.815938,2867.057642,622.1967643,1739.54794,2978.095632
s15,ey,th,#,0.073,444.6280015,1918.570693,2622.133229,484.2536736,1806.313583,2559.228939,394.1833482,2006.950594,2694.742493
s15,ah,v,v,0.0301875,398.8016101,1517.577542,2410.552849,,,,,,
s04,ih,g,t,0.1279375,549.8313361,1991.777052,2913.755878,523.9411846,2229.92869,2877.277311,522.4854161,1886.321564,2887.052969
s15,ih,hh,s,0.04,377.4305068,1567.251369,2371.809124,,,,,,
s04,ow,b,th,0.156,576.3669147,1183.426522,2806.349845,569.8650011,1085.516498,2704.443021,525.8251029,1184.087759,2919.950827
s01,iy,sh,#,0.06,406.3699025,2703.336974,3298.720892,,,,,,
s15,ih,g,t,0.0525,404.7272321,1935.599577,2449.807997,,,,,,
s15,iy,hh,#,0.058375,277.0101754,2465.101898,3163.260571,,,,,,
s04,aa,g,t,0.1,779.3784385,1788.961281,2559.554814,719.5268765,2008.961072,2628.746124,764.8272568,1584.690829,2675.670357
s15,uw,hh,#,0.144,389.206622,2299.961438,3445.809832,404.1681155,629.9500027,2528.256081,356.6912557,1474.776781,2786.420539
s15,eh,s,#,0.047625,463.331025,1467.039222,2737.257046,,,,,,
s01,iy,th,s,0.0795625,384.7685396,2721.407207,3204.658074,,,,,,
s01,iy,hh,#,0.06475,386.5216105,1700.067255,3225.362079,,,,,,
s15,ow,s,#,0.2315,598.8185671,1269.816743,2166.888645,610.455869,1389.738447,2102.594239,592.3202411,1157.84041,2197.524094
s06,iy,hh,#,0.06975,361.3925418,2171.008582,2787.031495,,,,,,
s15,iy,s,#,0.0484375,327.5769785,2071.291321,2536.940561,,,,,,
s14,ih,f,f,0.0885625,415.7706582,2194.642964,2919.756884,439.9999449,2282.83475,2975.201784,401.2715816,2166.265603,2797.071778
s15,ah,f,f,0.0431875,513.8695117,1211.575629,2365.228833,,,,,,
s03,er,hh,#,0.09525,568.682157,1199.694408,3779.682368,575.7637467,1176.524608,3453.729298,525.1089431,1184.53271,1655.222055
s14,uw,v,v,0.048875,367.6370135,1281.61055,2599.097874,,,,,,
s15,ih,z,z,0.079375,469.0200162,1589.418981,2375.829478,,,,,,
s04,ih,k,z,0.045,378.2638187,1666.981133,2961.098587,,,,,,
s14,ae,hh,z,0.121,767.8392067,1789.285067,2868.63065,819.7241191,1778.16105,2593.989093,613.6503152,1831.626057,2915.067233
s06,ih,g,v,0.107125,443.358115,1851.110496,2608.877206,410.6833565,1956.296331,2800.632982,419.9597146,1637.060791,2449.866582
s03,ow,g,z,0.1361875,383.9040174,1070.308768,2475.464014,387.5682821,1132.616851,2424.36295,367.4730825,1052.785355,2338.317674
s08,uw,t,#,0.21,568.8829772,1489.857589,2789.955548,557.5107002,1754.922753,2832.380096,547.3810093,1190.098809,2633.73611
s15,ah,v,v,0.0444375,525.3120088,1540.503559,2261.169613,,,,,,
s03,er,t,#,0.15525,606.1866774,1164.976939,1250.353029,519.5004657,1132.286646,1535.23068,639.9110807,1260.898716,3207.506725
s08,ow,s,#,0.22,757.2532794,1415.393864,2802.994814,805.4016928,1571.805533,2967.888807,577.6225351,1203.000029,2892.657777
s04,ah,v,v,0.045,605.5663063,1389.008117,2082.99459,,,,,,
s03,aa,b,#,0.10775,614.0561206,1326.374105,2604.39938,594.8773644,1268.403109,2529.739045,596.5454819,1307.708204,2568.349173
s08,uw,t,#,0.112,388.0626341,2314.646537,2754.865961,390.259555,2425.782596,2772.526839,423.0766058,2267.580512,2870.303771
s14,ae,hh,f,0.09,862.9091261,1707.533266,2595.184117,859.2559839,1770.384287,2764.102541,808.4133066,1606.549419,1825.13749
s01,ae,hh,#,0.1210625,1026.862099,1793.421456,3004.981283,902.249519,1293.16476,1844.341386,1023.790633,1864.665493,3014.973321
s08,uw,d,#,0.0995,318.3025597,2203.473615,2837.982429,323.9649556,2139.267097,2890.769863,243.9586336,2015.265088,2790.381695
s08,ih,s,#,0.0226875,1753.430733,2957.698579,3906.964061,1753.430733,2957.698579,3906.964061,1753.430733,2957.698579,3906.964061
s15,uw,t,#,0.1923125,368.6789701,1714.918765,2464.575176,389.9692109,1897.350539,2631.184762,367.5508076,1437.496063,2466.670407
s01,ow,s,#,0.25,745.0718395,1424.614918,3067.68735,821.4399783,1628.536654,3090.69458,555.4008193,1194.071147,3067.06445
s14,iy,hh,#,0.04775,321.2026433,2581.010859,3492.226098,,,,,,
s04,iy,hh,#,0.06,350.23749,2324.941504,2835.426096,,,,,,
s15,eh,s,z,0.1038125,447.4622022,1565.010581,2541.362547,439.7527483,1560.649257,2556.091785,434.1283549,1554.394006,2508.516746
s08,ah,b,#,0.0399375,557.081901,1657.890398,2401.102791,,,,,,
s03,ao,t,k,0.1265,624.0547841,1054.617424,2599.531948,644.4790223,1056.145674,2804.308405,651.3564996,1118.400194,2688.52979
s03,ey,d,#,0.251375,480.2221105,2076.319403,2379.700029,507.7352887,1699.736038,2668.660033,388.5271671,2008.290199,3436.780617
s08,ow,g,#,0.1516875,596.5305899,1365.467902,2813.035327,490.487701,1448.777895,2528.736522,600.3928393,1293.606483,2875.197187
s15,ah,p,s,0.08,460.5125437,1419.996982,2320.268739,488.1981896,1388.770723,2152.222591,369.4688863,1381.793132,2512.076114
s08,ah,p,p,0.0301875,625.5930629,1527.216648,2687.575593,,,,,,
s01,ih,s,t,0.0685625,505.768357,1788.881653,2679.804323,,,,,,
s15,ih,v,v,0.187625,387.5028816,1748.83207,2635.648597,358.0640359,1758.454439,2579.802871,395.8958546,1631.54482,2441.844953
s15,ae,s,t,0.1353125,735.5654214,1592.593547,2389.528431,715.2849967,1592.780517,2431.514924,731.9462863,1579.203782,2432.186434
s14,iy,sh,#,0.040625,264.2730285,2394.618968,3346.561183,,,,,,
s03,ae,hh,v,0.0986875,616.2636727,1642.651902,2776.521715,621.4216103,1710.96682,2797.850153,617.186547,1581.712974,2735.961238
s04,iy,hh,z,0.065,408.3624049,2416.216662,2874.474309,,,,,,
s08,ow,s,#,0.24,705.1768175,1297.406574,2885.304114,728.5698177,1519.591525,2838.269434,611.2125483,1081.956654,2963.369747
s08,ey,s,#,0.108125,537.5343354,2262.586715,2887.26518,587.2614974,2067.157548,2882.701946,473.3315044,2475.624095,2897.52502
s04,uw,t,#,0.268,559.8630049,1766.070724,2765.911845,545.6266885,1868.929523,2860.422734,557.7394158,1642.907379,2783.885873
s15,ah,z,z,0.034,379.7174425,1584.558566,2504.174246,,,,,,
