speaker,label,prev,post,dur,f1_50,f2_50,f3_50,f1_25,f2_25,f3_25,f1_75,f2_75,f3_75
s14,ae,hh,v,0.04,778.347558,1601.622356,2692.003659,,,,,,
s08,ay,v,v,0.06,743.8142073,1750.075377,2809.525279,,,,,,
s14,aa,g,t,0.0981875,731.6009755,1531.834009,2671.286036,670.1254069,1619.060257,2653.732988,743.5448559,1603.459768,2705.514276
s06,uh,sh,d,0.0239375,378.6535955,1745.755587,2771.166439,378.6535955,1745.755587,2771.166439,378.6535955,1745.755587,2771.166439
s06,uw,t,#,0.1261875,297.5459593,1914.387702,3086.319912,300.3078533,1969.973091,3015.420125,294.871932,2185.586489,2339.935242
s15,iy,sh,z,0.077875,380.7239632,2230.436269,2855.196497,,,,,,
s14,iy,sh,#,0.0575,324.7453638,2044.826993,2388.659733,,,,,,
s15,ay,hh,#,0.127,759.0644916,1667.521341,2432.743974,826.9148186,1459.37674,2368.325382,602.4928118,1857.057232,2640.173035
s01,ah,b,t,0.16525,793.6941497,2052.077447,3169.352336,754.8530349,2069.745555,3213.159054,769.5579291,2091.412874,3181.563423
s08,ih,d,f,0.0764375,544.3290601,1729.085457,2977.298907,,,,,,
s03,ae,b,k,0.1139375,778.9002861,1587.540188,2946.114806,728.6869587,1484.761299,2778.168785,740.625904,1655.772607,3045.897464
s14,ih,d,z,0.0734375,434.4512987,1727.170594,3093.425848,431.9599179,1757.525429,3099.198705,425.3040794,1700.457726,3060.753628
s04,ih,k,d,0.068,535.5843509,2028.320406,3006.885593,,,,,,
s04,er,f,#,0.046,485.9332252,1090.006927,1974.777913,,,,,,
s15,ah,p,p,0.0906875,494.0496336,1095.307941,2113.914728,468.0148843,1142.735199,2148.084474,503.7916748,1051.533259,2086.434326
s01,ow,s,#,0.0553125,496.0131545,816.1377887,2375.100129,,,,,,
s08,ao,f,f,0.1931875,834.9603972,1213.066949,2959.025208,804.5157462,1257.075582,3015.153531,819.6020928,1210.297646,2982.156941
s03,ih,z,z,0.1510625,433.333197,1687.910933,2714.251772,421.0322057,1894.760727,2716.482435,402.0055457,1466.505641,2622.555725
s08,ae,hh,v,0.0608125,785.5436138,1726.652653,2909.020134,,,,,,
s04,ah,t,f,0.094,734.3756528,1620.30368,2923.200659,714.3098941,1630.963978,3008.590496,712.711747,1566.595567,3115.828246
s06,aa,b,k,0.2451875,633.3171564,1194.183316,2536.856056,712.1454459,1159.035505,2573.996242,172.9944133,1499.881645,2601.756487
s03,aw,t,t,0.1744375,636.5481865,1146.881577,2079.077472,603.8950368,1106.647538,2056.93345,622.8208862,1032.476097,2136.981381
s03,ah,s,#,0.07025,400.6483689,1473.637719,2442.498741,403.4341527,1560.326623,2889.463227,396.4978393,1536.185229,2378.136989
s15,aw,hh,s,0.31,732.1561019,1232.031168,2197.482352,742.5085772,1356.018479,2153.931222,714.9469253,1114.335572,2235.892354
s14,ah,v,v,0.0478125,498.2684256,1636.029252,2612.783838,,,,,,
s08,ay,v,v,0.0453125,686.4662481,2096.927183,3089.800892,,,,,,
s04,ae,hh,#,0.05875,757.32363,1687.514591,2986.852224,,,,,,
s03,ey,d,z,0.253875,416.1728324,1912.760935,2554.833643,459.8622151,1766.006501,2596.31355,354.6702837,2060.208527,3209.966451
s01,uw,t,#,0.2440625,521.0483088,1764.069395,2711.731091,538.7203773,2263.862632,2866.687166,496.0703349,1287.74652,2799.054747
s15,ih,ch,s,0.05,459.4420167,1871.2171,2860.726225,,,,,,
s15,ah,v,v,0.037125,475.9592002,1697.171016,2444.909924,,,,,,
s15,ey,th,#,0.08,417.7051152,1847.15068,2439.472095,444.8907677,1759.219656,2435.954859,395.0385315,2152.679562,2753.635695
s08,ih,z,z,0.04675,405.6466406,2050.787191,2947.546816,,,,,,
s03,ey,g,#,0.325,461.7678,1921.326347,2618.570975,445.6504234,1878.673648,2420.436636,433.6653442,1968.647356,2570.320644
s15,ih,z,z,0.102,465.4335757,1767.860394,2549.705213,474.9252405,1793.445673,2497.61313,432.0533614,1700.686518,2492.860077
s08,ah,b,t,0.093875,605.9997129,1776.315122,2936.708278,565.4545178,1775.07573,2913.785294,608.8066174,1847.982316,2930.240459
s01,iy,sh,z,0.062625,403.7055627,2350.413449,3231.128079,,,,,,
s01,er,ch,ch,0.13125,592.4576568,1613.692371,2007.823586,607.6776708,1338.850291,2003.577267,543.3747895,1694.813831,2054.562324
s04,ae,hh,v,0.05,866.2766641,1740.446896,2737.719385,,,,,,
s03,ey,s,#,0.05,432.5709959,1684.468214,3326.343948,,,,,,
s04,ih,hh,z,0.079,361.1178967,1940.898655,2961.29333,,,,,,
s04,ih,sh,#,0.066,374.2212777,2297.809532,3048.902253,,,,,,
s08,uw,d,#,0.1315,494.2123651,1618.845898,2702.880379,478.2660727,1906.310093,2507.243217,553.0500263,1253.482028,2786.984681
s08,uw,t,#,0.2489375,598.6294725,1368.756454,3062.833463,634.6407811,1903.587998,3188.968609,986.6902834,2687.892768,3578.056067
s04,iy,b,#,0.055,396.4305861,2367.779121,2771.579745,,,,,,
s14,iy,hh,#,0.1114375,337.1374863,2560.892151,2933.19556,343.1220497,2526.150629,3209.838051,332.1067708,2248.844605,2513.581173
s03,ah,v,v,0.081625,608.2568713,1424.376763,3505.949439,600.2895357,1376.691589,2575.901018,577.1970551,1338.976888,2844.904483
s08,ow,b,t,0.0724375,432.7471614,985.4359053,2777.351464,445.5772671,1068.127403,2754.270553,480.5754211,1022.999661,2614.5326
s04,ow,g,#,0.164,504.2387858,1416.886491,2927.862498,528.8052901,1513.366333,2864.227409,494.694345,1438.394537,3158.342726
s14,ey,s,#,0.130375,536.7865424,2005.517826,2820.480189,568.9337026,1875.59617,2810.589351,426.6196784,2217.232133,2825.950454
s08,ih,b,b,0.15475,470.083254,2886.622923,2897.371793,477.2862214,2688.804436,3101.563444,425.0134231,2619.378354,2918.973038
s14,ow,v,t,0.2406875,514.7143779,1401.203048,2580.162013,594.491842,1512.38582,2619.446148,371.4315841,1103.041969,2603.2807
s15,er,ch,ch,0.0955,515.0129613,1495.510691,1859.83203,507.2973351,1493.935186,1656.220133,477.240028,1498.482904,1821.374163
s03,ow,s,#,0.114,448.5413004,1153.433831,2841.118291,448.6732293,1210.775425,2641.498015,440.7884349,1110.625668,3167.278506
s06,ih,hh,z,0.0514375,424.8396241,1760.553078,2702.236558,,,,,,
s14,ih,b,t,0.0465,372.4637953,1786.501476,2794.561962,,,,,,
s15,ey,hh,#,0.22275,421.9562811,2218.661839,2752.603354,529.0215336,2151.971033,2751.058737,362.0810665,2339.912021,2712.7764
s04,ih,z,z,0.11,419.6389697,1972.497593,3043.686768,470.3830303,2000.526895,3027.887398,397.3367979,1927.361965,3034.071895
s14,ih,f,k,0.041375,463.9277392,1823.772521,2535.372069,,,,,,
s01,ah,z,z,0.050375,523.6988677,1468.286013,1541.496607,,,,,,
s04,eh,t,#,0.0625,675.0160876,1759.573642,2937.371343,,,,,,
s15,ow,hh,#,0.0464375,544.3219395,874.9669546,2403.340284,,,,,,
s04,ah,p,p,0.052375,715.2067272,1746.422188,2909.003806,,,,,,
s04,er,hh,#,0.060625,530.4288851,1184.513156,1600.749493,,,,,,
s14,ae,hh,v,0.158875,833.8390406,1763.587661,3005.558565,819.419329,1837.356745,2988.833119,813.6476811,1645.282257,2864.045072
s01,eh,z,z,0.109125,614.6330333,2063.676694,2829.389532,643.8903709,2059.278352,2922.285495,586.438009,1479.478924,2369.714261
s15,ih,s,s,0.038125,383.7621274,1553.407855,2547.262511,,,,,,
s08,ih,d,z,0.08125,372.077309,2010.686711,2862.70332,386.3495734,2058.125958,2904.315142,355.7339506,1970.854642,2799.019251
s14,uh,g,d,0.0823125,500.0009203,1827.597512,2791.098677,484.1482346,1758.379406,2729.304462,496.9805115,1903.944122,2817.796742
s01,uw,d,#,0.0846875,522.595073,1994.979539,3107.220563,524.3702436,2335.516344,3088.907152,547.6880403,2284.917135,3257.213955
s14,ih,sh,#,0.03,320.364068,1673.819206,2586.254561,,,,,,
s06,ah,z,z,0.1559375,466.8264815,1558.492508,2532.763977,481.8921638,1453.260489,2489.411092,419.4601783,1516.250259,2677.279177
s01,ow,sh,#,0.0878125,655.5571008,1728.801118,3299.555088,697.542963,1819.495396,3233.548566,658.8647647,1686.298177,3289.67824
s01,er,hh,d,0.0789375,442.9016392,2241.426012,2949.815613,,,,,,
s04,ah,t,f,0.1245,745.2364095,1547.731335,2917.790876,725.9456267,1557.807283,2978.865764,752.3647657,1551.04267,3060.084269
s14,ih,g,t,0.0484375,439.9132564,1999.193339,2657.101241,,,,,,
s06,ih,k,k,0.0880625,426.2916431,1876.917789,2659.375375,433.7625669,1902.379529,3155.965233,399.5807213,1899.179022,2700.621585
s04,ae,hh,f,0.072,830.1514873,1835.326542,2821.143492,844.4470942,1678.509384,2839.194202,804.1100437,1783.101825,2725.702519
s06,ih,b,#,0.1028125,369.5516941,2059.999801,2700.427454,355.4269234,2091.069375,2709.853654,401.9150331,1957.631934,2611.418577
s06,ah,p,p,0.0855625,570.1781998,1428.090973,2691.429573,492.4600902,1529.03668,2558.842195,566.3583594,1287.737962,2525.076424
s03,ey,z,#,0.1384375,439.2292578,1760.250735,2576.941292,501.9684246,1579.396945,2502.840649,380.4369524,1820.293836,2710.682586
s14,eh,f,f,0.056875,519.495434,2212.897531,2910.29235,,,,,,
s08,ow,g,#,0.075,481.5521541,1893.943458,2846.282489,447.1018074,1887.904019,2841.107642,,,
s15,ih,s,s,0.085375,429.4499287,1759.264619,2413.447924,442.2528635,1780.304158,2557.241834,393.6986678,1690.440445,2332.711984
s03,uw,hh,s,0.204,313.2423616,986.5741341,2689.706182,333.5564032,1111.707262,2837.171259,303.8977785,1643.555885,3487.480606
s14,aw,hh,#,0.07,826.061042,1442.515578,2921.5561,,,,,,
s14,ih,s,t,0.1205625,452.4783923,2122.706774,2907.831267,430.9842497,2140.733825,2928.444147,440.4037457,2101.033432,2931.276509
s06,ae,v,v,0.0604375,535.3857886,1677.15194,2717.812413,,,,,,
s15,uw,d,#,0.0649375,362.2085311,1725.242514,2467.332856,,,,,,
s08,ae,hh,v,0.0775625,931.0168046,1723.222741,2932.537473,,,,,,
s08,ae,hh,v,0.1591875,858.154779,1499.081267,2869.152904,902.4076577,1604.943431,2792.58059,769.4411837,1361.29416,2836.514723
s14,er,f,s,0.11,455.6661765,1317.652564,1678.045524,460.2715459,1276.064866,1664.444821,414.6070122,1430.041348,1767.469682
s01,iy,b,#,0.3030625,371.5834604,2802.094882,3317.444162,370.8605664,2789.502222,3295.709857,354.6470078,2857.834801,3267.353161
s03,ih,s,t,0.088125,375.0864407,1819.134488,2633.895381,364.7742784,1876.473915,2701.367783,362.5561351,1761.940939,2586.191545
s14,ow,g,#,0.125625,540.0151084,1453.992856,2556.412173,529.5332734,1626.699886,2481.723496,509.0063341,1286.793919,2618.24225
s14,ih,z,z,0.0490625,415.8268457,1920.357412,2680.218018,,,,,,
s01,ow,s,#,0.0909375,573.0356074,1571.078629,2908.675862,621.8058768,1669.690266,2931.46394,514.5459586,1502.343049,2860.58489
s08,ow,s,#,0.071125,457.9337629,1070.009503,2838.759907,467.9653105,1202.084021,2834.80488,458.6150236,1016.858747,2813.57559
s15,er,sh,#,0.03,410.9727628,1618.430316,2447.891879,,,,,,
s04,iy,hh,#,0.383,377.7221517,2378.345032,2913.251392,367.7308388,2537.076338,2991.801637,361.0111973,2402.638671,2927.127751
s08,ao,d,g,0.18,710.3297612,1112.828147,3011.133068,705.8913961,1109.372537,2888.444868,669.850101,1147.667961,3010.627296
s15,ay,v,v,0.0835625,591.9080764,1448.146567,2229.568837,581.5040147,1423.667187,2241.723815,573.5462717,1487.440835,2290.219097
s04,ay,v,v,0.196,913.8043955,1523.045267,2596.069501,922.779158,1478.112555,2537.392245,925.5475977,1591.380675,2596.271685
s14,ih,ch,s,0.0566875,395.6894617,1790.7136,2875.64103,,,,,,
s15,ey,t,d,0.0741875,466.3744314,1791.006484,2472.012181,483.1395159,1738.017967,2446.475374,457.3265951,1781.780443,2434.153506
s14,ah,v,v,0.0268125,422.3067828,1091.965808,2876.809643,,,,,,
s08,iy,b,#,0.301625,373.7874505,1847.575323,2646.034502,380.0942003,1671.706182,2684.556516,369.527242,2298.329211,2906.866668
s15,ih,z,z,0.0278125,385.6692264,2226.665247,3628.172739,,,,,,
s08,ah,d,z,0.0768125,595.5998192,1667.835748,2874.73211,,,,,,
s01,ih,s,s,0.04,382.2688058,1799.7854,3186.367128,,,,,,
s04,ae,z,z,0.1,761.7602078,1832.521511,2940.012892,785.3585028,1945.024984,2938.11486,656.6462682,1727.569747,2914.989151
s03,ey,sh,sh,0.122125,380.0087284,1814.900223,2460.034916,414.2520962,1789.365759,2497.758747,342.3766638,1877.056155,2760.893308
s14,ah,s,#,0.12575,372.9768571,1457.825512,2818.566652,368.0343296,1435.147437,2898.126922,430.9421867,1529.903719,2786.261554
s03,eh,g,t,0.045,459.4602952,1876.694758,2563.970446,,,,,,
s08,ae,b,k,0.14,939.1520954,1762.021606,2768.744748,888.8318186,1690.400629,2877.403218,913.0429973,1753.808936,2654.538875
s15,ih,z,z,0.05,366.7349868,1694.781604,2542.813541,,,,,,
s08,ae,f,s,0.246375,972.8651798,1704.336643,2801.959607,907.3349029,1738.332396,2763.53352,902.0731565,1699.389626,2780.277188
s03,iy,b,#,0.18,311.0804271,2052.005097,2768.891688,354.524607,2003.265948,2768.338536,308.3151873,2095.167979,2723.004433
s15,ih,z,z,0.0679375,395.4593789,1782.03866,2506.759864,,,,,,
s04,uh,k,k,0.136,590.8557948,1753.87904,2766.775063,568.1812771,1781.126441,2849.647065,573.1691744,1765.187363,2701.35623
s04,iy,hh,#,0.03,369.6560301,2595.203048,3030.437495,,,,,,
s08,ah,b,t,0.03,486.7722483,1933.417191,2741.980681,,,,,,
s01,eh,t,t,0.0420625,574.6820892,1888.680788,3160.675572,,,,,,
s08,ah,v,v,0.04525,468.4418972,1683.768114,2915.336008,,,,,,
s14,aw,hh,#,0.0736875,791.6150068,1362.95591,2855.396759,784.149697,1353.128825,2782.845956,722.3046438,1343.029575,2913.114938
s04,ah,k,z,0.044,535.5353003,1690.993949,3058.696681,,,,,,
s04,iy,hh,z,0.107,400.1504074,2435.814107,3022.267327,388.9976026,2466.822622,2988.146465,392.3031858,2229.1419,2890.422761
s01,ih,z,z,0.107625,626.8438628,2140.082085,3270.717158,605.4134568,2341.184763,3279.026902,572.3428797,2021.568571,3245.614012
s04,iy,sh,#,0.085,386.8162015,2358.983092,2838.19339,389.1994957,2266.477616,2800.268949,372.5414226,2426.115669,2919.769238
s04,iy,hh,#,0.082125,379.8689744,2673.848947,3040.576059,400.9841571,2648.5544,3044.467698,388.4389554,2574.070348,2932.886132
s08,ah,b,t,0.18,799.4599522,1700.862639,3088.912982,770.5472625,1302.554564,3159.004123,722.3537324,1924.065457,3138.015611
s14,ih,z,z,0.057875,433.3334602,1833.208137,2701.046127,,,,,,
s04,eh,s,z,0.144,610.5576745,1772.377456,2953.309964,608.9989062,1814.005601,2981.260851,574.38255,1714.69239,2973.466111
s15,ih,hh,#,0.0394375,425.2460131,1496.280906,2335.063645,,,,,,
s04,ay,g,z,0.297,924.042383,1430.02988,2908.118605,943.5216806,1487.232112,2824.282224,846.0623916,1633.999271,2771.779119
s14,eh,s,z,0.2771875,605.9017896,1664.046097,2857.767618,610.620696,1739.714713,2818.632469,440.3811994,1642.212899,2880.139438
s15,ao,b,#,0.0949375,614.5764833,1043.109235,2122.79527,584.0322928,987.3973605,2202.856406,617.5958423,1095.13566,2154.769931
s14,eh,g,t,0.05,481.6129941,1958.045588,2710.197264,,,,,,
s04,eh,s,k,0.077,672.881651,1890.634547,2808.938336,,,,,,
s14,ih,s,t,0.060625,447.245399,2117.110524,2920.893159,,,,,,
s15,ay,hh,#,0.09,571.033082,1665.480529,2473.338132,629.0207852,1529.262975,2310.359518,535.65059,1782.420256,2623.706562
s08,iy,t,ch,0.1435,369.7674452,2759.852759,2902.627841,382.4753044,1842.813639,2891.417151,359.8400972,1919.719172,3105.041348
s14,uw,d,#,0.1535625,335.2231701,1132.414098,2512.463679,348.2590912,1624.364737,2464.508012,385.1714799,952.3384649,2604.248294
s08,aw,t,t,0.0915,901.938859,1550.662924,2910.04349,892.6415364,1561.840378,2739.271836,876.4018847,1527.242876,3106.866431
s14,iy,hh,#,0.041,371.3368234,2353.420909,2532.726588,,,,,,
s15,ih,s,d,0.0401875,282.7122679,1877.812314,3026.964134,,,,,,
s15,iy,b,#,0.07475,367.5210406,1990.220144,2570.731801,359.8613039,1974.9139,2603.022871,386.862977,2011.427416,2567.080408
s14,ih,s,#,0.0268125,332.823431,1488.046083,2708.587016,,,,,,
s08,ah,p,p,0.1473125,605.4141708,807.2646922,1696.310845,757.3812177,936.248453,1724.060549,762.0039039,1210.554122,1670.775351
s15,er,ch,ch,0.1215,471.9348125,1485.637065,1730.280594,493.1815141,1479.964278,1842.092935,455.7021211,1536.892011,1715.808503
s08,ae,k,s,0.102875,872.4189686,1643.918762,2063.490134,869.3828767,1776.832906,2674.327011,842.7651597,1542.993513,1696.55631
s01,ay,b,#,0.146625,996.6990123,1811.858243,3007.388281,998.9157324,1675.031323,2985.212923,914.8602642,1954.885276,3041.277276
s03,iy,sh,#,0.151,311.3575879,2016.378979,2677.720679,315.6464026,1968.006553,2645.664551,309.1114114,2061.520371,2729.912462
s08,ae,hh,v,0.0498125,908.5315576,1852.431987,2943.208692,,,,,,
s15,uw,d,#,0.10925,380.7196601,1538.646091,2293.539656,376.7603929,1800.920836,2351.981125,394.2759364,1337.44487,2285.871747
s14,ah,v,v,0.09275,675.8035382,1585.881031,2839.223084,658.1665507,1670.771548,2831.343014,655.186531,1510.879875,2761.675228
s14,ih,z,z,0.0870625,451.8203663,1976.233509,2792.970161,431.0634528,2077.045038,2699.042753,432.7947279,1982.072867,2942.952344
s01,eh,d,d,0.067875,596.1478717,2136.326988,3218.047432,,,,,,
s01,ow,g,#,0.16,707.3258847,1482.938412,2967.371095,704.0352243,1620.83876,2952.638238,687.4777775,1386.017688,3015.703408
s04,ih,sh,sh,0.081,533.2174503,2220.688602,2969.015746,484.5645929,2142.822939,3042.181483,514.9286173,2204.183065,3015.163633
s01,er,f,#,0.09525,531.8877674,1131.091571,1825.051393,475.1705768,1385.376977,1737.686137,535.3431803,1163.21558,2033.54025
s14,ah,d,z,0.24,662.715452,1566.73489,2768.579252,679.9790823,1565.819222,2720.059584,621.9648504,1566.768785,2778.431686
s03,iy,hh,#,0.09575,336.8090077,2099.748632,2817.496652,337.2756624,2133.571882,2839.648026,329.914509,2177.745443,2802.561102
s15,ah,p,p,0.0644375,637.1081201,1566.844927,2353.244223,,,,,,
s14,iy,b,t,0.2296875,346.9853274,2491.62266,3289.607449,346.7873135,2397.383191,3116.712745,331.149097,2562.368402,3134.248412
s04,ah,k,z,0.03,572.5063454,1650.122132,2902.461347,,,,,,
s06,ih,z,z,0.0873125,341.4763802,1788.181709,2887.39531,348.4128021,1797.745727,2816.138456,334.2386314,1828.371133,2870.088527
s14,ih,f,f,0.05,491.8841878,2070.659984,2894.777108,,,,,,
s01,eh,s,k,0.109,924.7008373,1752.589572,2838.786572,733.4134544,1750.724621,2980.534081,942.7645024,1750.639406,2723.063684
s15,ih,g,d,0.0441875,379.5384767,1824.432314,2273.288291,,,,,,
s04,uw,th,#,0.111,398.7183624,1848.254942,2814.462701,363.0137381,1857.299601,2837.045713,378.8351153,1783.343316,2880.988349
s15,eh,g,s,0.0489375,406.1970661,1897.040072,2440.40899,,,,,,
s04,ow,g,#,0.17,634.7890496,1539.961743,2820.464997,603.5712382,1666.982476,2737.903073,600.1552016,1383.203215,2873.497967
s06,ih,z,z,0.05375,374.465633,1737.891989,2528.115778,,,,,,
s14,uw,d,#,0.26575,345.6080431,1661.119823,2365.885699,356.6010676,1805.658646,2619.501747,321.7919887,1349.314324,2334.155213
s14,ah,z,z,0.065,481.4687794,1196.554786,2617.735905,,,,,,
s15,iy,b,#,0.0795625,423.1071911,2101.158362,2574.727987,,,,,,
s08,ay,b,#,0.0751875,708.6307112,2006.068589,2763.04455,,,,,,
s14,uw,d,#,0.071375,308.1427528,1841.337443,2506.096839,313.4537306,1956.81447,2493.689418,304.6436979,1794.416156,2509.79279
s03,iy,p,b,0.0424375,356.1409923,1974.044688,3205.657227,,,,,,
s08,ah,s,s,0.03,573.4944222,1828.968486,3104.376907,,,,,,
s01,er,f,#,0.0854375,482.4850185,1328.196824,1999.476225,544.5017693,769.7067424,2069.691747,450.0797243,1633.509319,1944.068298
s15,ey,f,th,0.170625,483.2104055,2021.047609,2457.041093,505.0715423,1901.281837,2418.550933,470.7622185,2119.205395,2548.956997
s15,eh,z,z,0.1641875,501.0948636,1633.122747,2480.191065,535.4430237,1674.857449,2459.984461,445.4037878,1589.619513,2437.662403
s04,ih,sh,#,0.0464375,340.0377298,1960.214356,2590.005614,,,,,,
s01,ae,hh,v,0.1355,1004.679021,1806.55378,3242.031168,907.2208136,1939.380394,3127.019502,1194.493681,1818.992363,3351.398054
s08,ih,z,z,0.07,419.6734578,1806.342221,2905.096373,,,,,,
s14,uw,d,#,0.07125,334.4232006,1650.586311,2442.13681,335.1173751,1766.499042,2450.606443,335.0696864,1514.459687,2460.186356
s03,uw,hh,#,0.139375,407.2860294,1684.968302,3041.719418,378.2745792,1732.631186,2967.563225,393.3712473,1664.533531,2736.836862
s08,uw,d,#,0.1558125,379.6982621,1577.693864,2806.270505,367.9350561,1932.685344,2694.646657,389.7402425,1401.192606,2744.380149
s15,er,hh,#,0.241,436.9863995,1272.092938,1394.705758,447.503464,1281.133067,1346.257358,421.9269682,1289.296256,1398.398132
s15,ay,f,v,0.180625,666.5919035,1295.124781,2156.779371,683.5855945,1264.823801,2179.420534,657.7999315,1471.568822,2278.062573
s03,ah,v,v,0.054875,399.0788556,1386.92639,2705.660321,,,,,,
s06,ow,g,#,0.0881875,437.5340743,1170.85089,2588.985962,435.1354962,1375.526871,2564.235799,432.1213236,970.9460558,2898.064703
s15,er,f,#,0.0391875,482.1920292,1279.018407,1555.793721,,,,,,
s04,ih,z,z,0.049,471.882288,1667.071356,2966.184002,,,,,,
s01,ow,g,z,0.10225,461.1537514,1828.557719,2928.202613,426.6664418,1839.067471,2825.402335,443.1354815,1763.236232,3038.858577
s04,ow,g,z,0.13,538.8702712,1396.876669,2825.708276,548.3653414,1426.346568,2882.070533,503.3104687,1334.223732,2621.503668
s08,ae,b,k,0.1301875,980.9840399,1865.715366,2780.368858,918.9006963,1896.816108,2848.893749,939.7463289,1912.509027,2660.443356
s15,iy,b,#,0.206,398.8185503,2033.229939,2630.965641,409.6125145,1982.677987,2590.80108,380.9469933,2211.190364,2756.297629
s14,iy,hh,d,0.07225,332.3620903,2261.712248,2833.978945,339.3411767,2280.926843,2833.595005,325.397734,2214.592642,2840.358513
s08,ih,ch,ch,0.041875,382.0114547,1575.506932,2268.024838,,,,,,
s03,ah,f,f,0.0895,597.9827646,1132.665877,2483.153893,658.7908483,1167.341627,2438.453695,527.4615591,1057.603834,2297.912674
s08,iy,sh,z,0.05,385.2642331,2115.880791,2986.134504,,,,,,
s01,ae,hh,d,0.235125,398.4282894,790.650716,2027.973797,888.4075852,2236.374712,3029.050205,697.9310726,2100.960487,3172.369835
s14,ah,s,#,0.0276875,536.4379663,1309.155883,2656.094386,,,,,,
s06,ih,k,d,0.0240625,394.3784362,1868.348875,2667.49736,394.3784362,1868.348875,2667.49736,394.3784362,1868.348875,2667.49736
s14,iy,sh,#,0.037125,304.8543703,2490.686279,3166.82509,,,,,,
s03,ah,s,s,0.04425,412.6347215,1383.14368,2319.70518,,,,,,
s06,iy,b,#,0.0754375,294.442544,2054.84427,2655.617127,,,,,,
s06,eh,d,d,0.0960625,504.6565128,1625.082932,2619.740205,538.0693317,1561.695986,2859.528991,486.5213674,1660.562891,2801.749756
s06,ih,v,v,0.0340625,393.4336233,1892.072683,2837.136615,,,,,,
s01,ih,s,s,0.1008125,440.1885076,2188.772399,3112.208595,378.0053593,2227.361975,3084.255803,489.7191228,2142.087025,3170.237534
s14,iy,s,#,0.1761875,351.0429427,2538.465227,3251.572551,358.3814732,2498.90115,3229.620174,358.0214392,2491.935052,2989.471179
s03,el,sh,#,0.0786875,523.4904614,1117.135063,2292.429259,,,,,,
s04,er,hh,#,0.084,497.6165208,1109.465765,1600.392458,476.9280292,990.993723,1842.796441,496.2062893,1200.631075,1602.082598
s04,ih,sh,#,0.051,415.6937785,2241.260485,2782.317082,,,,,,
s03,uh,t,k,0.06625,539.6399354,1568.350593,2648.022592,,,,,,
s08,ow,s,#,0.4,603.0800511,1143.550003,2988.605481,770.9461687,1434.143956,2924.121613,616.481632,1006.368185,3128.906494
s08,ah,s,#,0.0489375,642.2522468,1208.541739,2956.202922,,,,,,
s06,ih,z,z,0.079125,421.8719389,1577.077159,2711.420566,,,,,,
s15,ih,hh,z,0.0406875,288.4785503,1222.781243,2046.256271,,,,,,
s14,er,f,#,0.0558125,338.1600859,1561.58526,1915.916121,,,,,,
s04,ah,th,t,0.08,638.0311014,1676.80068,2843.215741,672.1801035,1647.290584,2857.36146,603.5253255,1630.394547,2848.577108
s08,ow,g,#,0.0771875,427.7207538,1584.754945,2645.87457,,,,,,
s01,ae,hh,#,0.062625,1056.971519,2033.557465,2912.712071,,,,,,
s08,ah,d,z,0.1,572.8023508,1746.908635,2932.34426,571.7962351,1713.43511,2873.744493,499.0064,1663.426482,2992.424554
s15,ih,ch,s,0.05,399.6388443,1932.757267,2505.422322,,,,,,
s14,eh,z,z,0.073875,449.0996251,1745.152633,2548.23603,476.0898827,1733.827311,2546.36896,422.9283002,1681.050215,2546.91562
s04,ah,b,d,0.064,598.1747712,1830.704826,2931.381846,,,,,,
s03,ae,z,z,0.126,490.8480291,1557.700122,2686.903084,549.450074,1585.009628,2705.849589,411.7957992,1554.373421,2738.035582
s06,ow,g,#,0.166625,400.2679484,1103.003111,2704.675894,428.9532211,1362.441328,2736.759665,393.9603038,951.0687589,2713.371073
s04,uw,t,#,0.203,576.4008604,1752.48705,3018.619978,563.3756533,1922.261455,3012.385221,532.6085646,1551.030859,3057.583229
s03,ao,b,t,0.083875,732.6449274,1096.522162,2638.828614,749.2688176,969.5009745,2418.131266,703.5889305,1117.56549,2592.114688
s15,eh,z,z,0.064875,531.7781558,1747.501736,2554.304327,,,,,,
s14,ay,v,v,0.12,978.3209581,1450.144419,2699.506893,887.3246969,1434.815155,2204.213432,777.2846439,1631.979541,2633.770989
s15,ah,v,v,0.137,515.0331303,1370.681185,2006.927481,536.5108154,1414.673254,1968.296396,496.9038452,1318.427787,2050.959365
s04,er,sh,#,0.18,527.2184933,1071.619155,1665.831282,536.5748677,1402.290089,1748.463672,460.9010816,1531.728201,1800.056967
s08,ae,b,d,0.22,1089.636949,1828.934637,2861.512252,1043.655605,1846.608387,2822.578065,993.6426754,1350.267254,2292.581598
s14,ao,t,k,0.14975,731.0323472,1149.404195,2607.028542,728.9072886,1109.041439,2599.999654,710.7155813,1182.569754,2756.298013
s01,iy,b,#,0.08975,397.9526243,2588.495389,3117.59642,385.2995884,2473.432273,3170.215406,408.0997521,2605.695158,3155.530885
s01,ao,f,f,0.1281875,613.78708,1557.480293,3086.701914,431.22849,1574.610595,3086.996714,537.3459984,1613.750499,3128.66411
s06,aa,f,f,0.118625,616.8436804,1400.791732,2548.894728,546.6762354,1512.347548,2518.855491,582.1875321,1292.233519,2387.443749
s03,ih,hh,z,0.123125,431.8733198,1766.954244,3512.976726,385.0244475,1995.931791,3384.705372,445.6971341,1633.500057,2915.400621
s15,ih,f,f,0.0443125,427.1832775,1769.830695,2022.341379,,,,,,
