f1,f2,f3,dur,f1_raw,f2_raw,f3_raw,dur_raw,speaker,label
-1.232599851,-1.569644217,-0.986730642,-0.433639607,-1.232599851,-1.569644217,-0.986730642,-0.433639607,m26,uw
0.687637201,0.465674182,-0.284600136,1.847716397,0.687637201,0.465674182,-0.284600136,1.847716397,m27,ae
1.255640093,-0.481374818,-0.382348313,0.115482275,1.255640093,-0.481374818,-0.382348313,0.115482275,m27,ah
0.629380494,0.278602775,-0.126341182,0.23096455,0.629380494,0.278602775,-0.126341182,0.23096455,m27,eh
-0.608574527,0.760311649,0.343781005,-0.808375924,-0.608574527,0.760311649,0.343781005,-0.808375924,m27,ih
-1.4387326,1.527304419,2.121866901,0.346446824,-1.4387326,1.527304419,2.121866901,0.346446824,m27,iy
0.731329731,-0.881239951,-0.228744034,-1.655245939,0.731329731,-0.881239951,-0.228744034,-1.655245939,m27,uh
-1.256680391,-1.669278255,-1.443614241,-0.076988183,-1.256680391,-1.669278255,-1.443614241,-0.076988183,m27,uw
0.538614315,0.46797661,-0.303551147,1.409714224,0.538614315,0.46797661,-0.303551147,1.409714224,m28,ae
1.488223509,-1.11188632,1.082586709,-0.6791324,1.488223509,-1.11188632,1.082586709,-0.6791324,m28,ah
0.5526826,0.403259333,0.252564041,-1.723555711,0.5526826,0.403259333,0.252564041,-1.723555711,m28,eh
-0.291414462,0.593604264,0.244263814,-0.463044818,-0.291414462,0.593604264,0.244263814,-0.463044818,m28,ih
-1.452047921,1.610046197,0.783778548,0.761451478,-1.452047921,1.610046197,0.783778548,0.761451478,m28,iy
0.48937532,-0.47613425,0.169561774,-0.174928042,0.48937532,-0.47613425,0.169561774,-0.174928042,m28,uh
-1.325433361,-1.486865835,-2.229203738,0.869495269,-1.325433361,-1.486865835,-2.229203738,0.869495269,m28,uw
0.20531011,0.711528708,-0.320414201,1.730382797,0.20531011,0.711528708,-0.320414201,1.730382797,m29,ae
1.825949486,-0.508701451,-0.521974951,1.114483836,1.825949486,-0.508701451,-0.521974951,1.114483836,m29,ah
0.388778718,0.291619863,-0.028794393,-0.14664261,0.388778718,0.291619863,-0.028794393,-0.14664261,m29,eh
-0.620298629,0.674111088,0.112726985,-1.085155314,-0.620298629,0.674111088,0.112726985,-1.085155314,m29,ih
-1.360288684,1.409990945,2.321318181,-0.615898962,-1.360288684,1.409990945,2.321318181,-0.615898962,m29,iy
0.535553605,-0.8516963,-0.809306233,-1.085155314,0.535553605,-0.8516963,-0.809306233,-1.085155314,m29,uh
-0.975004606,-1.726852853,-0.753555387,0.087985566,-0.975004606,-1.726852853,-0.753555387,0.087985566,m29,uw
0.615102438,0.307001688,-0.505551177,1.085033833,0.615102438,0.307001688,-0.505551177,1.085033833,m30,ae
1.444849998,-0.574847893,-0.717705876,0.843915204,1.444849998,-0.574847893,-0.717705876,0.843915204,m30,ah
0.592676828,0.360627676,0.021888977,-1.024754176,0.592676828,0.360627676,0.021888977,-1.024754176,m30,eh
-0.446376422,0.801552466,0.09260721,-1.40652534,-0.446376422,0.801552466,0.09260721,-1.40652534,m30,ih
-1.41067764,1.5940254,2.320231547,0.683169451,-1.41067764,1.5940254,2.320231547,0.683169451,m30,iy
0.517924796,-0.956188252,-0.378847676,-0.984567738,0.517924796,-0.956188252,-0.378847676,-0.984567738,m30,uh
-1.313499998,-1.532171086,-0.832623004,0.803728765,-1.313499998,-1.532171086,-0.832623004,0.803728765,m30,uw
0.748001177,0.431451929,0.048361237,1.351948537,0.748001177,0.431451929,0.048361237,1.351948537,m31,ae
1.286428254,-0.639423039,-1.163571368,0.549378381,1.286428254,-0.639423039,-1.163571368,0.549378381,m31,ah
0.311016883,0.211848537,0.386889898,-0.7213577,0.311016883,0.211848537,0.386889898,-0.7213577,m31,eh
-0.297639813,0.764558198,0.745730278,-1.122642778,-0.297639813,0.764558198,0.745730278,-1.122642778,m31,ih
-1.624199277,1.62569959,1.788398552,1.151305998,-1.624199277,1.62569959,1.788398552,1.151305998,m31,iy
0.755804468,-0.831884439,-0.669319523,-1.323285317,0.755804468,-0.831884439,-0.669319523,-1.323285317,m31,uh
-1.179411692,-1.562250777,-1.136489075,0.114652879,-1.179411692,-1.562250777,-1.136489075,0.114652879,m31,uw
0.809839587,0.533221775,-0.596468622,0.96359189,0.809839587,0.533221775,-0.596468622,0.96359189,m32,ae
1.2095254,-0.686881384,-0.202783489,1.265050806,1.2095254,-0.686881384,-0.202783489,1.265050806,m32,ah
0.450122356,0.316492925,-0.041982519,-0.619067416,0.450122356,0.316492925,-0.041982519,-0.619067416,m32,eh
-0.688982211,0.717842648,-0.15287974,-1.071255789,-0.688982211,0.717842648,-0.15287974,-1.071255789,m32,ih
-1.508338127,1.550643324,2.364487169,0.850544797,-1.508338127,1.550643324,2.364487169,0.850544797,m32,iy
0.836485308,-0.849428022,-0.52993029,-1.485761797,0.836485308,-0.849428022,-0.52993029,-1.485761797,m32,uh
-1.108652314,-1.581891267,-0.840442508,0.096897509,-1.108652314,-1.581891267,-0.840442508,0.096897509,m32,uw
0.26504134,0.566894643,-0.100102174,1.974422078,0.26504134,0.566894643,-0.100102174,1.974422078,m33,ae
1.896643347,-0.510676119,-0.597806441,0.658140693,1.896643347,-0.510676119,-0.597806441,0.658140693,m33,ah
0.297936542,0.165123517,-0.139394616,-0.916695965,0.297936542,0.165123517,-0.139394616,-0.916695965,m33,eh
-0.366546534,0.573075737,0.207688623,-0.940200989,-0.366546534,0.573075737,0.207688623,-0.940200989,m33,ih
-1.359981627,1.673310511,2.18540821,0.235050247,-1.359981627,1.673310511,2.18540821,0.235050247,m33,iy
0.337410784,-0.904205785,-0.237625722,-0.940200989,0.337410784,-0.904205785,-0.237625722,-0.940200989,m33,uh
-1.070503851,-1.563522504,-1.31816788,-0.070515074,-1.070503851,-1.563522504,-1.31816788,-0.070515074,m33,uw
0.570301009,0.506164002,-0.64612549,1.475876363,0.570301009,0.506164002,-0.64612549,1.475876363,m34,ae
1.646434217,-0.443235505,-1.405372847,1.006279338,1.646434217,-0.443235505,-1.405372847,1.006279338,m34,ah
0.344660175,0.328322596,0.22025493,-0.789238697,0.344660175,0.328322596,0.22025493,-0.789238697,m34,eh
-0.705437552,0.744197884,0.509048403,-1.148342304,-0.705437552,0.744197884,0.509048403,-1.148342304,m34,ih
-1.312932105,1.499339855,1.673538215,-0.374888381,-1.312932105,1.499339855,1.673538215,-0.374888381,m34,iy
0.587657996,-1.028744134,0.672076977,-1.010225532,0.587657996,-1.028744134,0.672076977,-1.010225532,m34,uh
-1.130683739,-1.606044699,-1.023420189,0.840539212,-1.130683739,-1.606044699,-1.023420189,0.840539212,m34,uw
0.86371511,0.253430136,-0.557669463,2.063450239,0.86371511,0.253430136,-0.557669463,2.063450239,m35,ae
1.667171026,-0.879881802,-0.496674366,0.333793421,1.667171026,-0.879881802,-0.496674366,0.333793421,m35,ah
0.174082115,0.49520335,-0.020912605,-0.42482799,0.174082115,0.49520335,-0.020912605,-0.42482799,m35,eh
-0.555723675,0.721865737,-0.002614076,-0.971035406,-0.555723675,0.721865737,-0.002614076,-0.971035406,m35,ih
-1.332397728,1.619448792,2.211507965,0.303448565,-1.332397728,1.619448792,2.211507965,0.303448565,m35,iy
0.307991435,-0.698551892,0.1071771,-1.183449402,0.307991435,-0.698551892,0.1071771,-1.183449402,m35,uh
-1.124838283,-1.511514322,-1.240814556,-0.121379426,-1.124838283,-1.511514322,-1.240814556,-0.121379426,m35,uw
0.672818451,0.472151555,-0.148317337,1.219242218,0.672818451,0.472151555,-0.148317337,1.219242218,m36,ae
1.500731038,-0.548529012,-0.671753938,0.742147437,1.500731038,-0.548529012,-0.671753938,0.742147437,m36,ah
0.368209102,0.409252472,0.36646742,-0.185536859,0.368209102,0.409252472,0.36646742,-0.185536859,m36,eh
-0.514376958,0.74376123,0.4789414,-1.32526328,-0.514376958,0.74376123,0.4789414,-1.32526328,m36,ih
-1.404773514,1.421355892,1.902169845,-0.132526328,-1.404773514,1.421355892,1.902169845,-0.132526328,m36,iy
0.618144978,-0.694340522,-0.37759122,-1.404779077,0.618144978,-0.694340522,-0.37759122,-1.404779077,m36,uh
-1.240753096,-1.803651615,-1.54991617,1.08671589,-1.240753096,-1.803651615,-1.54991617,1.08671589,m36,uw
0.819415354,0.476776957,-0.387074243,0.915417297,0.819415354,0.476776957,-0.387074243,0.915417297,m37,ae
1.558670511,-0.549569965,-0.418065482,1.342612035,1.558670511,-0.549569965,-0.418065482,1.342612035,m37,ah
0.374080923,0.392254269,0.060085054,-1.505352888,0.374080923,0.392254269,0.060085054,-1.505352888,m37,eh
-0.7837886,0.727930086,0.179622688,-1.220556395,-0.7837886,0.727930086,0.179622688,-1.220556395,m37,ih
-1.166776211,1.488634275,2.149779988,0.488222558,-1.166776211,1.488634275,2.149779988,0.488222558,m37,iy
0.45424112,-0.846606839,-0.174562894,-0.437366042,0.45424112,-0.846606839,-0.174562894,-0.437366042,m37,uh
-1.255843098,-1.689418782,-1.409785111,0.417023435,-1.255843098,-1.689418782,-1.409785111,0.417023435,m37,uw
